Ticker,shortname,Sàn NY,Level1,Level2,Level3,Level4,Số CP niêm yết,Số CP lưu hành,Số CP lưu hành BQ hiện tại,Free Fload,Giá đóng cửa,Vốn hóa,KLTB 30 ngày,KLTB 30 ngày/Số CPLH,KLTB 90 ngày,KLTB 90 ngày/Số CPLH,KLTB 180 ngày,KLTB 180 ngày/Số CPLH bình quân hiện tại,GTTB 30 ngày,GTTB 90 ngày,GTTB 180 ngày,Lãi gộp/Doanh thu,LN ròng/Doanh thu,LN ròng/Doanh thu1,ROE,ROA,khả năng thanh toán ngắn hạn,Tổng công nợ/Vốn CSH,tỷ lệ dòng tền trước thuế và thu nhập/thu nhập trước lãi và thuế,EV/EBITDA,EPS,BV,P/E,P/B,updatedate
PTB,Công ty Cổ phần Phú Tài,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,48599441,47299441,47667774.33333329,26014692,36200,,192386.0,0.00406740536320503,90813.1666666666,0.00191996278913035,90861.25,0.00190613577560012,7875052000,4427783500.0,5543044308.33333,,,,,,,,,,7742.0,28413.777900039702,1900-01-03 21:30:40.107000,1.27402980791052,2020-03-26 00:00:00
PTC,Công ty Cổ phần Đầu tư và Xây dựng Bưu điện,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,17999999,16209999,16209999.0,4052500,4600,,9275.0,0.000572177703403929,3364.8333333333303,0.00020757763978476002,2206.75,0.000136135110187236,38935000,14336666.666666599,10564583.3333333,,,,,,,,,,377.0,19505.4121729,1900-01-12 04:48:30.478000,0.23583198136110298,2020-03-26 00:00:00
PTL,Công ty Cổ phần Đầu tư Hạ tầng và Đô thị Dầu khí,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,100000000,98865080,98865080.0,44489286,3570,,8565.0,8.66332177144852e-05,5267.0,5.3274624366864395e-05,34987.0833333333,0.000353887169598541,29088500,18714333.333333302,160290282.5,,,,,,,,,,28.0,8711.24506136,1900-05-07 12:25:57.177000,0.409815126868058,2020-03-26 00:00:00
PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan Dầu khí,HOSE,Dầu khí ,Dầu khí,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Thiết bị và Dịch vụ Dầu khí,421545789,421129789,421716959.0,210564894,8150,,4439838.5,0.0105426845024254,3485469.66666666,0.008276473803819809,2547053.83333333,0.0060397235135458,43531532500,42441077333.3333,34059372795.8333,,,,,,,,,,7987.0,37873.914084501295,1900-01-01 00:30:08.374000,0.215187687805816,2020-03-26 00:00:00
PVT,Tổng Công ty Cổ phần Vận tải Dầu khí,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,281440162,281440162,281440162.0,126648072,8010,,1216528.0,0.00432251030327363,716836.6666666659,0.00254703046492229,562673.833333333,0.00199926630703592,11780047500,8268809833.33333,7615018829.166659,,,,,,,,,,1333.0,12236.385059581298,1900-01-06 00:10:53.382000,0.654605094641739,2020-03-26 00:00:00
PXI,Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,30000000,30000000,30000000.0,15000000,2330,,29770.0,0.000992333333333333,36846.3333333333,0.00122821111111111,29466.25,0.000982208333333333,77854500,104570666.666666,81772856.66666658,,,,,,,,,,730.0,11347.759355099999,1900-01-02 19:59:02.622000,0.20532687794025398,2020-03-26 00:00:00
PXS,Công ty Cổ phần Kết cấu Kim loại và Lắp máy Dầu khí,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,60000000,59999998,59999998.0,23999999,2900,,69361.5,0.00115602503853416,70532.8333333333,0.00117554726140713,88230.0833333333,0.0014705014379056,269840500,360226000.0,469199764.16666603,,,,,,,,,,2477.0,13243.59300608,1900-01-01 04:05:43.294000,0.21897380859322899,2020-03-26 00:00:00
PXT,Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,20000000,20000000,20000000.0,10000000,1090,,17689.5,0.000884475,11564.5,0.000578225,12710.333333333301,0.000635516666666666,18982500,12669166.6666666,16720329.166666599,,,,,,,,,,-8048.0,1018.7521705,20:43:23.407000,1.06993637075151,2020-03-26 00:00:00
QBS,Công ty Cổ phần Xuất nhập khẩu Quảng Bình,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",69329928,69329928,69329928.0,55463942,1920,,68216.0,0.000983932941629479,40043.5,0.000577578848776534,48445.3333333333,0.000698765089346888,168109000,101990500.0,135364025.0,,,,,,,,,,2777.0,13059.342519156202,22:53:23.479000,0.147021184043808,2020-03-26 00:00:00
QCG,Công ty Cổ phần Quốc Cường Gia Lai,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,275129310,275129141,275129141.0,96295199,6630,,823552.5,0.0029933306846620005,327438.666666666,0.00119012717255809,233232.75,0.000847720998045786,6145466000,2246796333.33333,1436668799.16666,,,,,,,,,,251.0,13794.3293485197,1900-02-24 12:21:23.868000,0.480632282475656,2020-03-26 00:00:00
RAL,Công ty Cổ phần Bóng đèn Phích nước Rạng Đông,HOSE,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Thiết bị gia dụng,11500000,11500000,11500000.0,3450000,66500,,7649.0,0.000665130434782608,4726.166666666661,0.00041097101449275296,3880.41666666666,0.000337427536231884,486982000,320056500.0,271291600.0,,,,,,,,,,5708.0,43856.294896782594,1900-01-11 15:36:31.577000,1.5163159623153302,2020-03-26 00:00:00
RDP,Công ty Cổ phần Rạng Đông Holding,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",37336716,37336716,37336716.0,14934686,7200,,1783.0,4.77546016634135e-05,954.333333333333,2.5560184064750898e-05,800.916666666666,2.14511813697451e-05,12620000,6856500.0,5937757.5,,,,,,,,,,1673.0,17151.0208137058,1900-01-04 12:10:22.968000,0.41980008526642704,2020-03-26 00:00:00
REE,Công ty Cổ phần Cơ điện Lạnh,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp,310058841,310050926,310053673.0,170528009,28350,,783843.5,0.00252811210762195,751061.6666666659,0.0024223816272900397,750960.583333333,0.0024220341467566897,23322983500,25028088833.3333,26490760866.6666,,,,,,,,,,4004.0,21965.0715669692,1900-01-07 04:23:32.079000,1.2906855283199798,2020-03-26 00:00:00
RIC,Công ty Cổ phần Quốc Tế Hoàng Gia,HOSE,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Dịch vụ giải trí,28708169,70368754,70368754.0,20964965,5000,,7414.0,0.000105359262152062,2996.5,4.25828202102313e-05,2859.8333333333303,4.0640670336913e-05,41707500,16929666.666666597,18019966.6666666,,,,,,,,,,-2174.0,10040.0641741513,1899-12-21 01:30:09.163000,0.49800478495672906,2020-03-26 00:00:00
ROS,Công ty Cổ phần Xây dựng FLC FAROS,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,567598121,567598121,567598121.0,255419154,3990,,6773127.0,0.011932962336216001,6361452.5,0.0112076701184146,17306203.333333302,0.0304902407055948,39052068000,63903010666.6666,379265722354.166,,,,,,,,,,266.0,10058.8234878666,1900-02-14 02:36:34.271000,0.39666666830498504,2020-03-26 00:00:00
S4A,Công ty Cổ phần Thủy điện Sê San 4A,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,42200000,42200000,42200000.0,10550000,27500,,6825.0,0.000161729857819905,2759.5,6.53909952606635e-05,2464.8333333333303,5.8408372827804105e-05,186686500,75668833.3333333,67985541.6666666,,,,,,,,,,2131.0,10110.9172980805,1900-01-12 19:04:17.119000,2.7198323544017593,2020-03-26 00:00:00
SAB,Tổng Công ty Cổ phần Bia - Rượu - Nước Giải khát Sài Gòn,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Sản xuất bia ,641281186,641281186,641281186.0,70540930,125000,,71778.5,0.00011192983915171299,58049.3333333333,9.05208738391606e-05,43048.4166666666,6.712876910545551e-05,10581135500,10334729166.6666,8585867633.33333,,,,,,,,,,3784.0,18045.359967703702,1900-01-30 12:17:42.102000,6.92698844598919,2020-03-26 00:00:00
SAM,Công ty Cổ phần SAM Holdings,HOSE,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông,256504540,256504540,256504540.0,256504540,9040,,196999.5,0.000768015646038857,159498.833333333,0.000621816804230183,126003.83333333301,0.000491234320193059,1826738500,1491904666.66666,1117131633.3333302,,,,,,,,,,570.0,18604.336429163,1900-01-15 20:27:13.530000,0.485908220076554,2020-03-26 00:00:00
SAV,Công ty Cổ phần Hợp tác Kinh tế và Xuất nhập khẩu Savimex,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,13923773,13528003,13340433.0,5411201,7910,,7965.0,0.000588778698526308,6033.0,0.000445963827772657,6571.75,0.0004926189427284701,65023500,52510000.0,59780482.5,,,,,,,,,,-2500.0,25468.562538578502,1899-12-20 16:54:36.952000,0.310578973117086,2020-03-26 00:00:00
SBA,Công ty Cổ phần Sông Ba,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,60488261,60285171,60372907.25,36171103,13700,,31228.0,0.000518004668179509,20505.5,0.000340141690897749,19804.4166666666,0.000328034834974203,439199000,297441166.66666603,290229000.0,,,,,,,,,,1085.0,11338.506674543001,1900-01-12 16:09:16.096000,1.2082719879469601,2020-03-26 00:00:00
SBT,Công ty Cổ phần Thành Thành Công - Biên Hòa,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,586740552,608351885,546320860.7944441,273758348,12700,,2473305.5,0.00406558368763828,1903486.5,0.0031289234848018896,1575541.83333333,0.0028839130013124897,42653202500,35672437833.3333,29348823833.3333,,,,,,,,,,840.0,12138.6764001481,1900-01-15 15:27:32.951000,1.04624257055283,2020-03-26 00:00:00
SBV,Công ty Cổ phần Siam Brothers Việt Nam,HOSE,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,27366476,27306476,27306476.0,9557266,9590,,13337.0,0.000488418937690824,13355.833333333301,0.00048910863977224,9937.5,0.000363924660216133,130430000,133805000.0,94790907.5,,,,,,,,,,2847.0,12744.3046657894,1900-01-03 15:42:24.259000,0.7524929960081049,2020-03-26 00:00:00
SC5,Công ty Cổ phần Xây dựng số 5,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,14984550,14983499,14984550.0,7491750,19700,,663.0,4.42486764940552e-05,376.0,2.50942720388608e-05,538.083333333333,3.59092087071906e-05,12553500,7274166.66666666,11699379.1666666,,,,,,,,,,2226.0,22262.821325577203,1900-01-08 20:24:39.779000,0.884883353816756,2020-03-26 00:00:00
SCD,Công ty Cổ phần Nước giải khát Chương Dương,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát,8500000,8477640,8484590.0,2967174,23000,,2854.5,0.000336709272863674,2377.3333333333303,0.00028042395446531497,3251.41666666666,0.000383214352922965,67136500,61935166.666666605,86583958.3333333,,,,,,,,,,2621.0,22436.476793294103,1900-01-08 19:10:11.348000,1.02511638578095,2020-03-26 00:00:00
SCR,Công ty Cổ phần Địa Ốc Sài Gòn Thương Tín,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,366356303,366356303,366355658.958333,238131597,4200,,3310736.0,0.009036929275924041,2180582.66666666,0.0059520817543206395,2438059.58333333,0.00665489811257595,14251995500,10609385333.3333,13508434105.0,,,,,,,,,,110.0,14488.0167690057,1900-01-24 22:46:12.517000,0.289894750051993,2020-03-26 00:00:00
SCS,Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,HOSE,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Hàng không,50365700,50365700,57285477.777777694,20146280,96000,,39549.0,0.000785236778204214,25993.666666666602,0.000516098588258808,17937.5,0.0003131247341531,4067989000,2939137166.6666603,2179906775.0,,,,,,,,,,1773.0,10433.8479748333,1900-02-18 21:41:54.933000,9.20082410933665,2020-03-26 00:00:00
SFC,Công ty Cổ phần Nhiên liệu Sài Gòn,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,11291459,11234819,11234819.0,3370446,19400,,355.0,3.1598194861884195e-05,326.33333333333303,2.90466035397039e-05,1263.41666666666,0.00011245545359178999,6580500,6213000.0,30485966.6666666,,,,,,,,,,3316.0,16319.471436330701,1900-01-05 21:07:38.278000,1.18876399126575,2020-03-26 00:00:00
SFG,Công ty Cổ phần Phân bón Miền Nam,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",47897333,47897333,47897333.0,14369199,4950,,23823.0,0.000497376336173039,34824.6666666666,0.000727069013772993,32506.25,0.000678665135697639,127803000,202376500.0,199546894.166666,,,,,,,,,,2317.0,13579.795968408998,1900-01-02 03:16:08.097000,0.364512103975295,2020-03-26 00:00:00
SFI,Công ty Cổ phần Đại lý Vận tải Safi,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,14374577,14925293,14185556.622222198,8955176,18800,,3408.0,0.00022833722594256601,3150.66666666666,0.000211095800040017,2309.5833333333303,0.000162812316417339,70473500,68406500.0,51073629.166666605,,,,,,,,,,5048.0,24535.3886056432,1900-01-04 01:29:13.121000,0.7662401562971729,2020-03-26 00:00:00
SGN,Công ty Cổ phần Phục vụ mặt đất Sài Gòn,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",33581691,33533591,33535991.0,6706718,59400,,19118.0,0.000570114903590253,13235.333333333301,0.0003946888161585,10089.75,0.000300863332173484,1279172000,975572833.333333,782799125.0,,,,,,,,,,0.0,10000.0,1900-01-11 00:19:29.713000,5.94,2020-03-26 00:00:00
SGR,Công ty Cổ phần Địa ốc Sài Gòn,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,45539918,45539907,45594507.0,9107981,14700,,6576.0,0.000144400821898911,2794.0,6.1352782297074e-05,1776.0,3.8952060606774396e-05,99894500,42427333.33333329,27644750.0,,,,,,,,,,1402.0,16590.035242500002,1900-01-10 12:44:50.332000,0.88607406706056,2020-03-26 00:00:00
SGT,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,HOSE,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Internet,74001914,74001604,74001914.0,18500401,3970,,24418.5,0.000329972577351161,61132.0,0.000826090202044809,37015.6666666666,0.000500198774138013,90660000,285374666.66666603,183389079.166666,,,,,,,,,,387.0,5907.4377459345105,1900-01-10 06:02:45.048000,0.672034166205499,2020-03-26 00:00:00
SHA,Công ty Cổ phần Sơn Hà Sài Gòn,HOSE,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,30337120,30337120,30337120.0,24269696,3940,,1794.0,5.9135474956093297e-05,2487.5,8.19952586138697e-05,5201.416666666661,0.000171453871252995,7143500,10341666.6666666,24708532.5,,,,,,,,,,1271.0,12861.620357375,1900-01-03 02:23:44.322000,0.306337762313187,2020-03-26 00:00:00
SHI,Công ty Cổ phần Quốc tế Sơn Hà,HOSE,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,87088181,86769321,86769321.0,60738524,8270,,565538.0,0.0065177183995712,471808.5,0.00543750365408529,422252.25,0.0048663772533151396,4785758500,4088194666.6666603,3720531515.0,,,,,,,,,,1280.0,12860.8694640871,1900-01-07 19:09:13.149000,0.643035840080117,2020-03-26 00:00:00
SHP,Công ty Cổ phần Thủy điện Miền Nam,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,93710200,93710200,93710200.0,37484080,22000,,1515.0,1.6166863372397e-05,1781.83333333333,1.9014294424015e-05,3150.75,3.36222737759603e-05,33225000,39254833.33333329,69314566.6666666,,,,,,,,,,2349.0,13037.8364239965,1900-01-09 08:47:21.897000,1.68739653455908,2020-03-26 00:00:00
SII,Công ty Cổ phần Hạ tầng Nước Sài Gòn,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,64516000,64522104,64517102.1111111,9678316,20250,,125.0,1.93732058086636e-06,234.833333333333,3.63957959792094e-06,118.91666666666599,1.84318053315334e-06,2384500,3794666.66666666,1925250.0,,,,,,,,,,231.0,13232.8156196505,1900-03-27 14:41:10.244000,1.53028656803236,2020-03-26 00:00:00
SJD,Công ty Cổ phần Thủy điện Cần Đơn,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,68998620,68998620,68950120.0,34499310,16150,,40451.5,0.000586265348495375,28158.0,0.000408095118424107,33643.0,0.00048793243579561504,654558000,472595166.66666603,635683779.166666,,,,,,,,,,4423.0,21636.7768393329,1900-01-04 01:18:32.480000,0.7464143166944051,2020-03-26 00:00:00
SJF,Công ty Cổ phần Đầu tư Sao Thái Dương,HOSE,Dược phẩm và Y tế,Y tế,Dược phẩm,Công nghệ sinh học,79200000,79200000,79200000.0,63360000,1250,,530334.0,0.00669613636363636,525065.833333333,0.0066296191077441,480618.25,0.00606841224747474,758111500,889127833.333333,946633250.0,,,,,,,,,,331.0,10011.250420999999,1900-05-06 00:21:50.139000,0.124859527774667,2020-03-26 00:00:00
SJS,Công ty Cổ phần Đầu tư Phát triển Đô thị và Khu công nghiệp Sông Đà,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,114855540,113897480,113896940.0,56948740,16800,,231502.0,0.00203254716434463,227610.0,0.0019983760834743603,186201.75,0.0016348266248417198,4161959500,4051107333.3333297,3193717500.0,,,,,,,,,,1579.0,17520.06122712,1900-01-10 17:48:31.019000,0.9589007585198729,2020-03-26 00:00:00
SKG,Công ty Cổ phần Tàu Cao tốc Superdong - Kiên Giang,HOSE,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,63331735,63331735,63331735.0,44332214,8000,,198231.5,0.00313005004521035,166400.166666666,0.00262743736085339,126542.5,0.0019980898991635,1943896000,1837532666.66666,1409620887.5,,,,,,,,,,5162.0,17208.2107636919,1900-01-01 13:11:45.035000,0.4648943524610589,2020-03-26 00:00:00
SLD,Công ty Cổ phần Địa ốc Sacom,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,0,42234789,42234789.0,10677029,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,0.0,,1899-12-24 00:00:00,0.0,2020-03-26 00:00:00
SMA,Công ty Cổ phần Thiết bị Phụ tùng Sài Gòn,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Nhà cung cấp thiết bị,19021499,19021499,19021499.0,16168274,13900,,674.5,3.54598762169059e-05,629.5,3.30941320660374e-05,6266.83333333333,0.000329460540062238,9824000,8975666.66666666,83419658.3333333,,,,,,,,,,312.0,11308.9299687965,1900-02-13 12:23:23.762000,1.2291171700906,2020-03-26 00:00:00
SMB,Công ty Cổ phần Bia Sài Gòn - Miền Trung,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Sản xuất bia ,29846648,29846648,29846648.0,11938659,29000,,17310.0,0.000579964624503227,33849.3333333333,0.00113410837067309,50447.5833333333,0.00169022609618786,504458000,1118484000.0,1893742670.8333302,,,,,,,,,,2201.0,13116.6423567564,1900-01-13 04:10:01.902000,2.2109316707154,2020-03-26 00:00:00
SMC,Công ty Cổ phần Đầu tư Thương mại SMC,HOSE,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,60994691,60947341,60695409.4722222,27426303,10850,,8342.0,0.000136872255017655,21220.0,0.00034816941398641097,17234.1666666666,0.000283945142087788,95199000,243907333.33333302,192935658.33333302,,,,,,,,,,674.0,19056.4201580839,1900-01-16 02:16:19.009000,0.5693619215987571,2020-03-26 00:00:00
SPM,Công ty Cổ phần S.P.M,HOSE,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,14000000,13770000,13770000.0,3442500,11750,,1656.5,0.000120297748729121,875.666666666666,6.359235052045501e-05,673.1666666666661,4.88864681675139e-05,17717000,9874333.33333333,7753583.33333333,,,,,,,,,,2593.0,49576.0766173571,1900-01-04 14:35:13.840000,0.23700947718573898,2020-03-26 00:00:00
SRC,Công ty Cổ phần Cao su Sao Vàng,HOSE,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Lốp xe,28065765,28063368,28063368.0,16838020,16000,,4982.5,0.000177544619733454,9576.5,0.000341245569669328,7775.33333333333,0.000277063442040646,90465500,183093666.666666,149062545.83333302,,,,,,,,,,3773.0,17647.2850997372,1900-01-04 05:46:37.070000,0.9066550412470101,2020-03-26 00:00:00
SRF,Công ty Cổ phần Kỹ nghệ lạnh,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp,32495397,30715397,30717547.0,9214619,14000,,2353.0,7.660653059441159e-05,2709.16666666666,8.82022350766511e-05,1892.33333333333,6.160431148142571e-05,31131500,37191500.0,26387916.6666666,,,,,,,,,,2659.0,15858.896049487901,1900-01-05 06:26:29.632000,0.8827852806596871,2020-03-26 00:00:00
SSC,Công ty Cổ phần Giống cây trồng Miền Nam,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,14992367,13271785,13362624.0,1327179,50000,,81.5,6.14084691697461e-06,102.16666666666599,7.698035092240159e-06,64.25,4.8081873739768406e-06,3694000,4682833.33333333,3210166.66666666,,,,,,,,,,5782.0,24889.970754717997,1900-01-08 16:24:02.376000,2.0088412514716203,2020-03-26 00:00:00
SSI,Công ty Cổ phần Chứng khoán SSI,HOSE,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,520063684,518054610,510339826.7444441,310832766,12950,,2983005.0,0.00575808986624016,2143631.0,0.004137847552403789,1816976.5,0.0035603266779918796,42821665500,34720358833.3333,32896612237.5,,,,,,,,,,2117.0,16085.447877717199,1900-01-06 03:37:48.901000,0.805075500442812,2020-03-26 00:00:00
ST8,Công ty Cổ phần Siêu Thanh,HOSE,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị văn phòng,25720902,25720902,25720902.0,5144180,11750,,2758.5,0.00010724740524263101,1744.33333333333,6.78177356817942e-05,1075.25,4.18045214744024e-05,37818000,24543500.0,15730750.0,,,,,,,,,,4002.0,20869.6320627241,1900-01-02 22:46:41.482000,0.5630190299802651,2020-03-26 00:00:00
STB,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,HOSE,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,1885215716,1803653429,1803653413.0,1803653429,8700,,12983093.5,0.00719821961982919,9064249.16666666,0.005025493823218661,6075042.83333333,0.0033681874741271697,141783391000,99088085666.6666,65930885604.1666,,,,,,,,,,1292.0,14537.6485821138,1900-01-04 21:34:54,0.5984461621051911,2020-03-26 00:00:00
STG,Công ty Cổ phần Kho Vận Miền Nam,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",98253357,98253357,98253357.0,14738004,16500,,439.0,4.46804072048143e-06,2515.0,2.5597089776789998e-05,3573.75,3.63728030178144e-05,6999500,41437833.33333329,53667054.166666605,,,,,,,,,,3362.0,18340.876911685602,1900-01-04 21:47:42.864000,0.899629831193472,2020-03-26 00:00:00
STK,Công ty Cổ phần Sợi Thế Kỷ,HOSE,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,70726944,70726944,69151763.22222221,31827124,14100,,175657.5,0.00248360087493671,154944.833333333,0.00219074690026665,91983.0,0.0013301613106293199,2790404500,2667284333.33333,1598666283.3333302,,,,,,,,,,2725.0,15951.1157427516,1900-01-05 14:55:17.778000,0.883950704602412,2020-03-26 00:00:00
SVC,Công ty Cổ phần Dịch vụ tổng hợp Sài Gòn,HOSE,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,24995573,24975507,25175567.0,14985304,44100,,12887.0,0.000515985521334962,17408.1666666666,0.000697009540854032,12263.75,0.00048712904857316604,531484000,712110500.0,498685858.333333,,,,,,,,,,2074.0,30189.4781067431,1900-01-21 06:38:40.288000,1.4607738445849299,2020-03-26 00:00:00
SVI,Công ty Cổ phần Bao bì Biên Hòa,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,12832437,12832437,12832437.0,7699462,63200,,1131.0,8.813602591619971e-05,6310.5,0.0004917616194024559,9121.416666666659,0.0007108093861412809,73818000,405370833.333333,536700775.0,,,,,,,,,,4801.0,25375.570942719103,1900-01-10 12:16:55.663000,2.4905843554284104,2020-03-26 00:00:00
SVT,Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông,HOSE,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,10526937,10526937,10526937.0,4707460,7700,,9.0,8.54949545152592e-07,42.6666666666666,4.05309413998266e-06,22.8333333333333,2.16903866085009e-06,69500,307333.333333333,165588.333333333,,,,,,,,,,468.0,12061.0937582647,1900-01-16 10:29:25.314000,0.638416395256328,2020-03-26 00:00:00
SZC,Công ty Cổ phần Sonadezi Châu Đức,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,100000000,100000000,100000000.0,40000000,14000,,306320.0,0.0030632,265432.833333333,0.00265432833333333,202836.41666666602,0.00202836416666666,4812839500,4372354333.33333,3420906087.5,,,,,,,,,,720.0,10835.54093375,1900-01-27 19:04:18.810000,1.29204440143763,2020-03-26 00:00:00
SZL,Công ty Cổ phần Sonadezi Long Thành,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,20000000,18190900,18190900.0,6366815,30350,,47985.5,0.00263788487650418,45769.3333333333,0.00251605656308007,70671.6666666666,0.0038850011086129102,1562591500,1676810166.66666,3040736250.0,,,,,,,,,,1742.0,23025.9213101,1900-01-13 23:38:34.920000,1.3180797237714599,2020-03-26 00:00:00
TAC,Công ty Cổ phần Dầu Thực vật Tường An,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,33879648,33876148,33876148.0,3726376,22000,,1179.5,3.4818008233994e-05,1201.66666666666,3.54723526023875e-05,1157.66666666666,3.4173503630538694e-05,26952000,28700833.333333302,27784937.5,,,,,,,,,,3333.0,23072.7705448836,1900-01-06 14:25:18.001000,0.953504909919823,2020-03-26 00:00:00
