Ticker,shortname,Sàn NY,Level1,Level2,Level3,Level4,Số CP niêm yết,Số CP lưu hành,Số CP lưu hành BQ hiện tại,Free Fload,Giá đóng cửa,Vốn hóa,KLTB 30 ngày,KLTB 30 ngày/Số CPLH,KLTB 90 ngày,KLTB 90 ngày/Số CPLH,KLTB 180 ngày,KLTB 180 ngày/Số CPLH bình quân hiện tại,GTTB 30 ngày,GTTB 90 ngày,GTTB 180 ngày,Lãi gộp/Doanh thu,LN ròng/Doanh thu,LN ròng/Doanh thu1,ROE,ROA,khả năng thanh toán ngắn hạn,Tổng công nợ/Vốn CSH,tỷ lệ dòng tền trước thuế và thu nhập/thu nhập trước lãi và thuế,EV/EBITDA,EPS,BV,P/E,P/B,updatedate
AAA,Công ty Cổ phần Nhựa An Phát Xanh,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",171199976,171199976,171199976.0,94159986,10350,,1800293.5,0.010515734534916,1891996.16666666,0.0110513810274521,2131538.75,0.0124505785561558,19920939000,22461639666.6666,28855014083.3333,,,,,,,,,,1197.0,19619.6205569444,1900-01-08 17:27:09.362000,0.527533138062477,2020-03-26 00:00:00
AAM,Công ty Cổ Phần Thủy Sản Mê Kông,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,12346411,10451182,10447192.6,10451182,10650,,2434.5,0.000232940159304469,1400.16666666666,0.000133972087240148,1183.83333333333,0.000113315928848993,27482500,15986833.3333333,13577070.8333333,,,,,,,,,,894.0,20366.2479207555,1900-01-15 03:39:17.219000,0.522924008459428,2020-03-26 00:00:00
AAT,Công ty Cổ phần Tiên Sơn Thanh Hóa,HOSE,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,0,34800000,34800000.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,666.0,10634.912894885,1899-12-24 00:00:00,0.0,2020-03-26 00:00:00
ABS,Công ty Cổ phần Dịch vụ Nông nghiệp Bình Thuận,HOSE,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,28800000,28800000,28800000.0,15769150,19300,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,0.0,,1899-12-24 00:00:00,0.0,2020-03-26 00:00:00
ABT,Công ty Cổ phần Xuất nhập khẩu Thủy sản Bến Tre,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,14107207,11497257,8887307.0,1264698,32000,,1932.5,0.000168083569846268,764.333333333333,6.64796249517022e-05,508.916666666666,5.726331572282429e-05,63230500,25211166.6666666,16992166.666666597,,,,,,,,,,6319.0,29467.8262021674,1900-01-05 19:47:17.011000,1.08593011851163,2020-03-26 00:00:00
ACC,Công ty Cổ phần Đầu tư và Xây dựng Bình Dương ACC,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,10000000,10000000,10000000.0,3000000,19250,,1326.0,0.0001326,1370.16666666666,0.000137016666666666,1274.41666666666,0.000127441666666666,24077500,25671500.0,23973904.1666666,,,,,,,,,,3796.0,19999.7518023,1900-01-05 01:42:39.530000,0.9625119446625441,2020-03-26 00:00:00
ACL,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cửu Long An Giang,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,22799675,22799675,22799675.0,5699918,17500,,12863.5,0.0005641966387678769,11865.333333333301,0.000520416774946718,15508.5,0.000680207064355084,234947500,238809333.33333302,366205162.5,,,,,,,,,,669.0,15238.7742049791,1900-01-26 03:39:30.489000,1.14838633111854,2020-03-26 00:00:00
ADS,Công ty Cổ phần DAMSAN,HOSE,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,25517801,25517801,25517801.0,10207120,10950,,2947.0,0.00011548800776367801,3022.5,0.000118446726659558,4574.416666666661,0.000179263748732371,30573500,32773166.6666666,49062637.5,,,,,,,,,,1951.0,16670.5337064548,1900-01-05 14:42:58.932000,0.6568475966525389,2020-03-26 00:00:00
AGG,Công ty Cổ phần Đầu tư và Phát triển Bất động sản An Gia,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,75000000,75000000,70954166.66666658,37765734,27200,,190469.5,0.0025395933333333303,0.0,0.0,0.0,0.0,5138658000,0.0,0.0,,,,,,,,,,0.0,,1899-12-24 00:00:00,0.0,2020-03-26 00:00:00
AGM,Công ty Cổ phần Xuất nhập khẩu An Giang,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,18200000,18200000,18200000.0,3640000,10000,,2772.5,0.000152335164835164,2147.8333333333303,0.00011801282051282,2710.16666666666,0.000148910256410256,27191500,21291500.0,27162837.5,,,,,,,,,,285.0,18999.1374168131,1900-02-04 02:13:02.256000,0.526339684829615,2020-03-26 00:00:00
AGR,Công ty Cổ phần Chứng khoán AGRIBANK,HOSE,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,212000000,211199953,211200000.0,52799988,2520,,148137.5,0.000701408773514263,110062.0,0.0005211270099098929,118529.75,0.000561220407196969,439263500,350864000.0,422737109.16666603,,,,,,,,,,226.0,10683.5798311839,1900-01-11 04:22:43.119000,0.23587599286191002,2020-03-26 00:00:00
AMD,Công ty Cổ phần Đầu tư và Khoáng sản FLC Stone,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,163504874,163504874,163504874.0,163504874,3390,,6178938.5,0.0377905462316676,4057575.16666666,0.0248162337146393,3564298.58333333,0.0217993414883359,24501492000,12198641000.0,9341673117.5,,,,,,,,,,599.44,10698.7979071666,1900-01-05 20:05:20.557000,0.316858027361109,2020-03-26 00:00:00
ANV,Công ty Cổ phần Nam Việt,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,127539625,127127875,127102572.222222,31781968,14800,,147399.0,0.0011594546042714802,209544.833333333,0.00164829966152846,297067.666666666,0.00233722781115147,2397904500,4017187500.0,6862218558.33333,,,,,,,,,,935.0,20497.246291575702,1900-01-15 22:03:45.385000,0.7220482102555749,2020-03-26 00:00:00
APC,Công ty Cổ phần Chiếu xạ An Phú,HOSE,Dược phẩm và Y tế,Y tế,Dược phẩm,Công nghệ sinh học,20121395,19905025,13086687.5416666,8957261,13800,,10459.0,0.000525445207931163,9355.0,0.000469981826197153,14037.666666666599,0.00107266767254679,159550000,164854500.0,293696070.833333,,,,,,,,,,1712.0,14269.717654653701,1900-01-06 15:15:10.775000,0.9670829047903009,2020-03-26 00:00:00
APG,Công ty Cổ phần Chứng khoán APG,HOSE,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,34028900,34028900,33117788.8888888,13611560,8600,,654655.5,0.0192382210415264,642813.666666666,0.0188902276202482,581790.833333333,0.0175673211543577,5790337000,6283474166.66666,5562269302.5,,,,,,,,,,585.0,8279.06273348165,1900-01-14 16:53:19.034000,1.03876492748634,2020-03-26 00:00:00
ASG,Công ty Cổ phần Tập đoàn ASG,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",0,55544904,41665350.4472222,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,0.0,,1899-12-24 00:00:00,0.0,2020-03-26 00:00:00
ASM,Công ty Cổ phần Tập đoàn Sao Mai,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,258867849,258867849,258867849.0,142377316,4230,,1789970.0,0.00691460916029012,1831617.16666666,0.0070754911192801905,2349964.83333333,0.009077855138871771,9696191500,10827376500.0,15805368761.6666,,,,,,,,,,1698.0,11811.2884722429,1900-01-05 02:10:22.837000,0.358131969254724,2020-03-26 00:00:00
ASP,Công ty Cổ phần Tập đoàn Dầu khí An Pha,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,37339929,37339542,37339929.0,16802793,5000,,33020.0,0.000884317220602223,34544.0,0.000925131861553095,57512.3333333333,0.00154023681548332,185372500,221780333.33333302,396546375.833333,,,,,,,,,,69.0,10407.620159133101,1900-04-08 16:08:04.184000,0.48041722541269705,2020-03-26 00:00:00
AST,Công ty Cổ phần Dịch vụ Hàng không Taseco,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",45000000,45000000,45000000.0,15750000,42750,,39804.0,0.000884533333333333,42324.8333333333,0.000940551851851851,46885.75,0.00104190555555555,2082284000,2920270333.33333,3372125200.0,,,,,,,,,,0.0,,1899-12-24 00:00:00,0.0,2020-03-26 00:00:00
ATG,Công ty Cổ phần An Trường An,HOSE,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng ,15220000,15220000,15220000.0,12937000,640,,64790.5,0.00425693166885676,63084.1666666666,0.00414482041173893,82127.9166666666,0.00539605234340779,40573000,40808666.666666605,68431919.1666666,,,,,,,,,,3446.0,10086.660971969599,04:27:25.227000,0.0634501349632476,2020-03-26 00:00:00
ATP,Công ty Cổ phần Thương mại và Dịch vụ An Thành,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,0,15000000,15000000.0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,0.0,,1899-12-24 00:00:00,0.0,2020-03-26 00:00:00
BBC,Công ty Cổ phần Bibica,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,15420782,15420782,15770782.0,1542078,42050,,794.0,5.14889582123656e-05,498.833333333333,3.23481217316562e-05,314.83333333333303,1.9963076867927803e-05,37609000,24677833.333333302,16345908.3333333,,,,,,,,,,3748.0,41578.784636473,1900-01-11 05:17:00.614000,1.01133307208584,2020-03-26 00:00:00
BCE,Công ty Cổ phần Xây dựng và Giao thông Bình Dương,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,30000000,30000000,30000000.0,13500000,6700,,33088.0,0.00110293333333333,25188.0,0.0008396000000000001,27605.3333333333,0.000920177777777777,222062500,171124333.33333302,187862237.5,,,,,,,,,,714.0,11696.5587456666,1900-01-09 09:10:52.639000,0.5728180523593921,2020-03-26 00:00:00
BCG,Công ty Cổ phần Bamboo Capital,HOSE,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính đặc biệt,108005760,108005760,108005760.0,64803456,5010,,339085.5,0.00313951311485609,363123.5,0.00336207531894595,447207.0,0.00414058472437025,1986335500,2256555833.33333,3354711938.33333,,,,,,,,,,8774.0,10008.2679375,13:42:13.286000,0.5005861185258661,2020-03-26 00:00:00
BFC,Công ty Cổ phần Phân bón Bình Điền,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",57167993,57167993,57167993.0,20008797,10500,,43014.0,0.0007524140299975191,59762.0,0.00104537516298674,62578.0,0.0010946334953546401,488865000,679632666.666666,791175820.833333,,,,,,,,,,5396.0,17668.0893906801,1900-01-02 04:22:21.201000,0.5942917634058801,2020-03-26 00:00:00
BHN,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Sản xuất bia ,231800000,231800000,231800000.0,1980900,51900,,947.5,4.08757549611734e-06,1716.0,7.40293356341673e-06,2955.41666666666,1.27498561978717e-05,53042500,113413833.333333,217181558.33333302,,,,,,,,,,3431.0,20659.8913816911,1900-01-14 11:07:46.873000,2.5121138848771403,2020-03-26 00:00:00
BIC,Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,HOSE,Tài chính,Bảo hiểm,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,117276895,117276895,117276895.0,17591534,25200,,2248.5,1.91725744444376e-05,3109.8333333333303,2.6517016274461603e-05,4989.083333333329,4.25410592029515e-05,56535500,79601833.3333333,123991087.5,,,,,,,,,,1411.0,11877.2427078495,1900-01-19 04:21:05.750000,2.1217045588658,2020-03-26 00:00:00
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,HOSE,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,4022018040,4022018040,3520941591.85,201100902,33300,,1322107.0,0.000328717322212706,1070116.83333333,0.000266064652791396,964203.9166666659,0.000273848313445054,48801774500,47889026000.0,41696031408.3333,,,,,,,,,,1387.0,11835.243393699098,1900-01-18 22:04:30.967000,2.8136303489734797,2020-03-26 00:00:00
BMC,Công ty Cổ phần Khoáng sản Bình Định,HOSE,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng ,12392630,12392630,12392630.0,6815946,10400,,21264.5,0.00171589888506313,20195.3333333333,0.00162962448917891,13886.583333333301,0.00112055175804759,239131000,249636000.0,180920891.666666,,,,,,,,,,1700.0,18005.7178237387,1900-01-06 02:50:50.056000,0.5775943009774711,2020-03-26 00:00:00
BMI,Tổng Công ty Cổ phần Bảo Minh,HOSE,Tài chính,Bảo hiểm,Bảo hiểm phi nhân thọ,Bảo hiểm phi nhân thọ,91354037,91354037,91354037.8,22838509,14850,,134746.5,0.00147499228742348,75840.3333333333,0.000830180425779468,94634.1666666666,0.00103590568020482,2371104000,1534504833.3333302,2253854395.83333,,,,,,,,,,1537.0,28946.806402066202,1900-01-09 15:50:48.495000,0.513009960191671,2020-03-26 00:00:00
BMP,Công ty Cổ phần Nhựa Bình Minh,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,81860938,81860938,81860938.0,36837422,35300,,204122.0,0.0024935213911181898,137520.166666666,0.00167992414974119,132608.416666666,0.0016199230048728,7623236500,5514302166.66666,6125704216.66666,,,,,,,,,,8285.0,37781.8346923204,1900-01-04 06:15:03.646000,0.934311430015735,2020-03-26 00:00:00
BRC,Công ty Cổ phần Cao su Bến Thành,HOSE,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",12374997,12374997,12374997.0,1856250,10500,,3.0,2.4242430119376896e-07,16.5,1.33333365656573e-06,118.91666666666599,9.60942993898638e-06,32000,169166.666666666,1229583.33333333,,,,,,,,,,1335.0,15138.742811735601,1900-01-07 20:44:17.789000,0.6935846741421839,2020-03-26 00:00:00
BSI,Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam,HOSE,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,122070078,121570689,121570809.0,30392672,8490,,11087.5,9.12020824361701e-05,36930.6666666666,0.000303779364667964,30457.416666666602,0.000250532318713669,94595500,326489833.333333,251051875.0,,,,,,,,,,871.0,8874.10338002312,1900-01-09 17:49:01.715000,0.9567163730718079,2020-03-26 00:00:00
BTP,Công ty Cổ phần Nhiệt điện Bà Rịa,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,60485600,60485600,60485600.0,12097120,11800,,25665.0,0.000424315870223656,20669.5,0.000341725964527094,11675.916666666599,0.000193036303957746,321016500,268209500.0,150426941.666666,,,,,,,,,,2207.0,17157.390197683402,1900-01-05 08:17:53.820000,0.687750285098326,2020-03-26 00:00:00
BTT,Công ty Cổ phần Thương mại - Dịch vụ Bến Thành,HOSE,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,13500000,13500000,13500000.0,4050000,36000,,916.0,6.785185185185179e-05,959.166666666666,7.104938271604929e-05,765.083333333333,5.6672839506172805e-05,32877500,33384000.0,27718966.6666666,,,,,,,,,,2989.0,25435.371285471603,1900-01-09 23:02:44.052000,1.41535185769286,2020-03-26 00:00:00
BVH,Tập đoàn Bảo Việt,HOSE,Tài chính,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,742322764,742322764,702382745.916666,66809048,39500,,465085.0,0.000626526657344971,274075.0,0.000369212710820222,227175.25,0.00032343512325821403,18671330000,13440018833.3333,13187226150.0,,,,,,,,,,1850.0,17992.6623848342,1900-01-21 08:33:38.872000,2.19533936418959,2020-03-26 00:00:00
BWE,Công ty Cổ phần Nước - Môi trường Bình Dương,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,150000000,150000000,150000000.0,45000000,17500,,183070.0,0.00122046666666666,176969.66666666602,0.00117979777777777,127788.916666666,0.000851926111111111,3529282500,3617884500.0,2781599383.33333,,,,,,,,,,0.0,26392.2199103183,1900-01-10 00:56:00.307000,0.663074196087542,2020-03-26 00:00:00
C32,Công ty Cổ phần Đầu tư Xây dựng 3-2,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,15030145,15030145,15030145.0,11272608,20200,,39829.0,0.00264994116823224,24362.8333333333,0.00162093135717142,21139.4166666666,0.00140646791276242,819694000,514340833.333333,445631958.333333,,,,,,,,,,6411.0,23236.627519821403,1900-01-03 03:37:08.781000,0.869317201163072,2020-03-26 00:00:00
C47,Công ty Cổ phần Xây dựng 47,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,17020130,17020130,17020130.0,12765098,7900,,16436.5,0.000965709427601316,16796.6666666666,0.000986870644740473,12348.75,0.00072553793654925,126953500,154241166.666666,121659991.66666599,,,,,,,,,,3687.0,19700.2930422916,1900-01-02 11:05:03.699000,0.401009263316065,2020-03-26 00:00:00
CAV,Công ty Cổ phần Dây cáp điện Việt Nam,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,57600000,57489430,57596621.4722222,3449366,60000,,2959.5,5.1479028405743394e-05,1447.16666666666,2.51727433489367e-05,2585.5833333333303,4.4891232632113796e-05,175823500,84330666.66666658,144917675.0,,,,,,,,,,4508.0,19860.1457840625,1900-01-13 07:27:46.946000,3.02112585941585,2020-03-26 00:00:00
CCI,Công ty Cổ phần Đầu tư Phát triển Công nghiệp Thương mại Củ Chi,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,17743865,17541105,17338345.0,8770553,11250,,5024.0,0.000286412971132662,4226.0,0.00024091982802679703,2316.8333333333303,0.000133624825975797,73616500,60585500.0,33166945.833333302,,,,,,,,,,1142.0,15373.65256407,1900-01-10 00:02:55.872000,0.7317714481393001,2020-03-26 00:00:00
CCL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,47499885,47499885,47499885.0,35624913,4500,,144116.0,0.00303402839817401,126342.33333333301,0.00265984503611605,130652.166666666,0.00275057858912009,785363500,781161500.0,886956047.5,,,,,,,,,,88.0,11097.06547592,1900-02-20 07:12:06.110000,0.40551261139845796,2020-03-26 00:00:00
CDC,Công ty Cổ phần Chương Dương,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,15706406,15706406,15706406.0,7067883,12400,,3181.5,0.000202560662190955,1559.5,9.92906970569842e-05,1060.91666666666,6.75467491841651e-05,46331000,22739166.6666666,15774150.0,,,,,,,,,,525.0,16121.3475857557,1900-01-24 14:34:30.405000,0.769166469120495,2020-03-26 00:00:00
CEE,Công ty Cổ phần Xây dựng Hạ tầng CII,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,41500000,39500000,39500000.0,11850000,16200,,18743.5,0.000474518987341772,8950.666666666659,0.000226599156118143,9298.166666666659,0.000235396624472573,286572500,136516166.666666,142834300.0,,,,,,,,,,610.0,10069.64406575,1900-01-26 13:04:37.315000,1.6087956926999198,2020-03-26 00:00:00
CHP,Công ty Cổ phần Thủy điện Miền Trung,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,138598505,138598505,138598505.0,48509476,18000,,16927.5,0.000122133352015593,10672.1666666666,7.70005900616797e-05,9489.0,6.846394194511689e-05,320176500,208406333.33333302,188423354.166666,,,,,,,,,,1776.0,11842.15923275,1900-01-10 03:18:02.445000,1.5199930727345903,2020-03-26 00:00:00
CIG,Công ty Cổ phần COMA 18,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,31539947,31539947,31539947.0,11038981,1870,,2274.5,7.21148960713218e-05,3095.5,9.81453773527266e-05,6695.666666666661,0.000212291627080624,4237000,6088666.66666666,14288920.0,,,,,,,,,,-4553.0,4067.2512776278004,14:15:16.725000,0.45976997051695795,2020-03-26 00:00:00
CII,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật TP.HCM,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,283168152,247838282,247779311.361111,198270625,18450,,696048.5,0.0028084785545761603,496384.166666666,0.00200285509833653,459670.666666666,0.00185516161192629,14108807000,11044749333.3333,10602542962.5,,,,,,,,,,3353.0,14357.170657376599,1900-01-08 21:02:20.815000,1.2850721385359,2020-03-26 00:00:00
CKG,Công ty Cổ phần Tập đoàn Tư vấn đầu tư xây dựng Kiên Giang,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,50000000,50000000,50000000.0,14726373,8800,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,3133.0,15276.0388271875,1900-01-02 19:24:44.572000,0.576065569062196,2020-03-26 00:00:00
CLC,Công ty Cổ phần Cát Lợi,HOSE,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Thuốc lá,Thuốc lá,26207583,26207583,26207583.0,10483033,25500,,10210.5,0.000389600979228034,10011.3333333333,0.000382001397585322,6321.58333333333,0.000241211993236206,270401500,297227000.0,190978270.83333302,,,,,,,,,,5458.0,23103.8048701791,1900-01-04 16:07:09.261000,1.1037143078070901,2020-03-26 00:00:00
CLG,Công ty Cổ phần Đầu tư và Phát triển Nhà đất Cotec,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,21150000,21150000,21150000.0,9517500,2200,,185519.0,0.008771583924349879,122851.166666666,0.00580856579984239,115561.25,0.00546388888888888,430670500,285285666.66666603,350803660.0,,,,,,,,,,586.67,12022.684334940901,1900-01-03 19:07:51.520000,0.18298742100433,2020-03-26 00:00:00
CLL,Công ty Cổ phần Cảng Cát Lái,HOSE,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",34000000,34000000,34000000.0,15300000,29000,,7092.0,0.00020858823529411698,4624.166666666661,0.000136004901960784,6701.666666666661,0.000197107843137254,205482000,133180166.66666599,179003000.0,,,,,,,,,,3084.0,16279.8544660416,1900-01-09 02:30:03.639000,1.7813427055193503,2020-03-26 00:00:00
CLW,Công ty Cổ phần Cấp nước Chợ Lớn,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,13000000,13000000,13000000.0,5200000,28850,,118.0,9.076923076923069e-06,422.333333333333,3.24871794871794e-05,509.25,3.9173076923076896e-05,3313500,12018666.6666666,12808083.3333333,,,,,,,,,,2353.0,15931.7665590769,1900-01-12 06:17:45.809000,1.81084752233976,2020-03-26 00:00:00
CMG,Công ty Cổ phần Tập đoàn Công nghệ CMC,HOSE,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Dịch vụ Máy tính,99999866,99999866,83354567.22222221,39999946,23200,,42007.0,0.00042007056289455403,32216.5,0.000322165431701678,30531.8333333333,0.000366288667205671,1060097000,934188666.666666,1012458333.33333,,,,,,,,,,0.0,9898.78450889299,1900-01-22 08:51:42.393000,2.34372209831998,2020-03-26 00:00:00
CMV,Công ty Cổ phần Thương nghiệp Cà Mau,HOSE,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,12103912,12103912,12103912.0,3025978,18400,,711.5,5.8782648122359107e-05,328.83333333333303,2.7167525121905397e-05,337.75,2.7904201550705202e-05,10564000,4992500.0,4638716.66666666,,,,,,,,,,1996.0,12467.474782533101,1900-01-09 05:17:18.895000,1.47584016177665,2020-03-26 00:00:00
CMX,Công ty Cổ phần CAMIMEX Group,HOSE,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,13221234,26442468,14837162.6,10576987,10700,,98735.0,0.00373395554454296,66019.8333333333,0.00249673492403709,48196.4166666666,0.0032483580564566,1149545000,854301833.333333,707823262.5,,,,,,,,,,550.0,3157.4113583497497,1900-01-19 11:13:34.028000,3.38885206443053,2020-03-26 00:00:00
CNG,Công ty Cổ phần CNG Việt Nam,HOSE,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,27000000,26999673,27000000.0,12149852,20000,,15543.0,0.0005756736387140679,13218.5,0.000489580003431893,13415.833333333301,0.000496882716049382,334603500,302750333.333333,308466000.0,,,,,,,,,,4166.0,16013.6214439629,1900-01-04 19:12:39.529000,1.24893672989502,2020-03-26 00:00:00
COM,Công ty Cổ phần Vật tư Xăng dầu,HOSE,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,14120628,14120628,14125854.0,2118094,45700,,729.5,5.16620082336281e-05,430.166666666666,3.04637064772662e-05,512.4166666666661,3.6275092937153796e-05,30808000,19524000.0,25768566.6666666,,,,,,,,,,2708.0,27525.5279954262,1900-01-15 08:35:31.510000,1.66027696208383,2020-03-26 00:00:00
CRC,Công ty Cổ phần Create Capital Việt Nam,HOSE,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,15000000,15000000,15000000.0,12750000,11300,,55865.0,0.0037243333333333295,40859.1666666666,0.00272394444444444,43616.9166666666,0.00290779444444444,652118000,515500666.66666603,583440079.166666,,,,,,,,,,0.0,9832.75811804174,1899-12-24 00:00:00,1.14921976767292,2020-03-26 00:00:00
CRE,Công ty Cổ phần Bất động sản Thế Kỷ,HOSE,Tài chính,Bất động sản,Bất động sản,Bất động sản,80000000,79999892,79999906.1,39999946,15750,,115069.5,0.00143837069180043,172975.833333333,0.00216220083563779,183451.833333333,0.00229315060825219,2471802500,4002056166.6666603,4367740091.66666,,,,,,,,,,0.0,,1899-12-24 00:00:00,0.0,2020-03-26 00:00:00
CSM,Công ty Cổ phần Công nghiệp Cao su Miền Nam,HOSE,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Lốp xe,103626467,103625262,103624720.0,41450104,14200,,123780.0,0.00119449637676187,66787.8333333333,0.0006445130467639571,45576.0833333333,0.000439818639156113,1788311000,961536000.0,659402712.5,,,,,,,,,,4776.0,20278.8069212188,1900-01-02 21:17:34.976000,0.700238433906174,2020-03-26 00:00:00
