Ticker,Share,Update,Date
TVS,49358756.0,2017-06-30,2017Q2
V21,11999789.0,2017-06-30,2017Q2
VAB,349999000.0,2017-06-30,2017Q2
VBC,2999989.0,2017-06-30,2017Q2
VES,9007500.0,2017-06-30,2017Q2
VKD,11999988.0,2017-06-30,2017Q2
VND,144997785.0,2017-06-30,2017Q2
VNH,8023071.0,2017-06-30,2017Q2
VPB,1076545300.0,2017-06-30,2017Q2
VQC,3599580.0,2017-06-30,2017Q2
VT1,1955300.0,2017-06-30,2017Q2
AAA,59249988.0,2017-06-30,2017Q2
AME,12000000.0,2017-06-30,2017Q2
BCE,30000000.0,2017-06-30,2017Q2
BWA,2700000.0,2017-06-30,2017Q2
CHP,125999511.0,2017-06-30,2017Q2
CMI,16000000.0,2017-06-30,2017Q2
CMV,12103912.0,2017-06-30,2017Q2
CT6,6105759.0,2017-06-30,2017Q2
CX8,1775500.0,2017-06-30,2017Q2
DAP,1680000.0,2017-06-30,2017Q2
DBF,3679200.0,2017-06-30,2017Q2
DC2,2520000.0,2017-06-30,2017Q2
DCB,400000000.0,2017-06-30,2017Q2
DLG,285057815.0,2017-06-30,2017Q2
DLR,4500000.0,2017-06-30,2017Q2
DNY,26999517.0,2017-06-30,2017Q2
DPP,1985447.0,2017-06-30,2017Q2
DRH,49000000.0,2017-06-30,2017Q2
DTA,15000000.0,2017-06-30,2017Q2
DTL,58207764.0,2017-06-30,2017Q2
DXL,2957900.0,2017-06-30,2017Q2
GB,301800000.0,2017-06-30,2017Q2
GDW,9500000.0,2017-06-30,2017Q2
GER,2200000.0,2017-06-30,2017Q2
GTT,43503000.0,2017-06-30,2017Q2
HHG,28840125.0,2017-06-30,2017Q2
HMH,13199847.0,2017-06-30,2017Q2
HPB,3657200.0,2017-06-30,2017Q2
HPP,7960436.0,2017-06-30,2017Q2
HPT,6708541.0,2017-06-30,2017Q2
HTC,11000000.0,2017-06-30,2017Q2
HU1,10000000.0,2017-06-30,2017Q2
ICI,4000000.0,2017-06-30,2017Q2
IDV,11518312.0,2017-06-30,2017Q2
IMT,3000000.0,2017-06-30,2017Q2
IN4,1200000.0,2017-06-30,2017Q2
JSC,1550000.0,2017-06-30,2017Q2
KBT,3001699.0,2017-06-30,2017Q2
KHB,29075499.0,2017-06-30,2017Q2
KSA,93427360.0,2017-06-30,2017Q2
KSC,3739823.0,2017-06-30,2017Q2
KSD,12000000.0,2017-06-30,2017Q2
LCC,5838999.0,2017-06-30,2017Q2
LCS,7600000.0,2017-06-30,2017Q2
LDP,7829926.0,2017-06-30,2017Q2
MBB,1712740909.0,2017-06-30,2017Q2
MCC,4986124.0,2017-06-30,2017Q2
MIH,4000000.0,2017-06-30,2017Q2
MJC,1596620.0,2017-06-30,2017Q2
MKP,15863413.0,2017-06-30,2017Q2
MSB,800000000.0,2017-06-30,2017Q2
NBW,10900000.0,2017-06-30,2017Q2
ND2,41529650.0,2017-06-30,2017Q2
NHA,12760000.0,2017-06-30,2017Q2
NHS,60750000.0,2017-06-30,2017Q2
NNC,16440202.0,2017-06-30,2017Q2
NSN,2959314.0,2017-06-30,2017Q2
NTB,39779577.0,2017-06-30,2017Q2
PCT,23000000.0,2017-06-30,2017Q2
PDN,12347987.0,2017-06-30,2017Q2
PDR,221990923.0,2017-06-30,2017Q2
PFV,60000000.0,2017-06-30,2017Q2
PMT,5000000.0,2017-06-30,2017Q2
PSL,6750000.0,2017-06-30,2017Q2
PTT,10000000.0,2017-06-30,2017Q2
PVR,51906713.0,2017-06-30,2017Q2
PXI,30000000.0,2017-06-30,2017Q2
PXM,15000000.0,2017-06-30,2017Q2
PXS,59999998.0,2017-06-30,2017Q2
PXT,20000000.0,2017-06-30,2017Q2
SBA,60288331.0,2017-06-30,2017Q2
SBC,8000000.0,2017-06-30,2017Q2
SBS,126660000.0,2017-06-30,2017Q2
SD1,5000000.0,2017-06-30,2017Q2
SMT,5467432.0,2017-06-30,2017Q2
SPD,12000000.0,2017-06-30,2017Q2
SPM,13770000.0,2017-06-30,2017Q2
SSF,3200000.0,2017-06-30,2017Q2
TDC,100000000.0,2017-06-30,2017Q2
TNT,25500000.0,2017-06-30,2017Q2
TSM,2936140.0,2017-06-30,2017Q2
UDC,34706000.0,2017-06-30,2017Q2
VCH,4000000.0,2017-06-30,2017Q2
VCM,3000000.0,2017-06-30,2017Q2
VCR,35240000.0,2017-06-30,2017Q2
VCT,1100000.0,2017-06-30,2017Q2
VDN,2981730.0,2017-06-30,2017Q2
VE2,2098080.0,2017-06-30,2017Q2
VE3,1319710.0,2017-06-30,2017Q2
VFMVFA,24043760.0,2017-06-30,2017Q2
VHF,21500000.0,2017-06-30,2017Q2
VHH,7500000.0,2017-06-30,2017Q2
VIA,1200000.0,2017-06-30,2017Q2
VIB,564440589.0,2017-06-30,2017Q2
VIR,8240000.0,2017-06-30,2017Q2
VLA,1080000.0,2017-06-30,2017Q2
VNX,1224948.0,2017-06-30,2017Q2
VRC,14504762.0,2017-06-30,2017Q2
VXB,4049006.0,2017-06-30,2017Q2
WTC,10000000.0,2017-06-30,2017Q2
ADC,3060000.0,2017-06-30,2017Q2
ALV,3007936.0,2017-06-30,2017Q2
APP,4201682.0,2017-06-30,2017Q2
ARM,2592740.0,2017-06-30,2017Q2
AVF,43338000.0,2017-06-30,2017Q2
BID,3418715334.0,2017-06-30,2017Q2
BSC,3150747.0,2017-06-30,2017Q2
BVG,9750948.0,2017-06-30,2017Q2
BXD,1736500.0,2017-06-30,2017Q2
C32,13440000.0,2017-06-30,2017Q2
CLG,21150000.0,2017-06-30,2017Q2
CLW,13000000.0,2017-06-30,2017Q2
CMS,17200000.0,2017-06-30,2017Q2
CMX,13221234.0,2017-06-30,2017Q2
CTA,9542381.0,2017-06-30,2017Q2
CVN,3250000.0,2017-06-30,2017Q2
DLV,2910000.0,2017-06-30,2017Q2
DNF,5000000.0,2017-06-30,2017Q2
DSN,12083009.0,2017-06-30,2017Q2
DTV,5264000.0,2017-06-30,2017Q2
DVH,4350000.0,2017-06-30,2017Q2
ELC,47474375.0,2017-06-30,2017Q2
EVE,41979773.0,2017-06-30,2017Q2
GBS,13500000.0,2017-06-30,2017Q2
HAT,3123000.0,2017-06-30,2017Q2
HCI,5232000.0,2017-06-30,2017Q2
HDA,11500000.0,2017-06-30,2017Q2
HQC,476599274.0,2017-06-30,2017Q2
HTB,1800000.0,2017-06-30,2017Q2
HTI,24949200.0,2017-06-30,2017Q2
HTL,12000000.0,2017-06-30,2017Q2
HVC,6920750.0,2017-06-30,2017Q2
HVX,41525250.0,2017-06-30,2017Q2
IDJ,32600000.0,2017-06-30,2017Q2
KAC,23999999.0,2017-06-30,2017Q2
KST,2996010.0,2017-06-30,2017Q2
KTB,40200000.0,2017-06-30,2017Q2
KTS,5070000.0,2017-06-30,2017Q2
KTT,2955000.0,2017-06-30,2017Q2
LCD,1499945.0,2017-06-30,2017Q2
LM7,5000000.0,2017-06-30,2017Q2
LM8,9388682.0,2017-06-30,2017Q2
MAX,7200000.0,2017-06-30,2017Q2
MCL,2220000.0,2017-06-30,2017Q2
MIM,3409860.0,2017-06-30,2017Q2
MNC,9279261.0,2017-06-30,2017Q2
MTP,2995000.0,2017-06-30,2017Q2
NET,22398374.0,2017-06-30,2017Q2
NIS,2808000.0,2017-06-30,2017Q2
OCH,200000000.0,2017-06-30,2017Q2
PCG,18870000.0,2017-06-30,2017Q2
PEC,2939152.0,2017-06-30,2017Q2
PFL,50000000.0,2017-06-30,2017Q2
PIV,16499994.0,2017-06-30,2017Q2
POV,10000000.0,2017-06-30,2017Q2
PPS,15000000.0,2017-06-30,2017Q2
PRC,1200000.0,2017-06-30,2017Q2
PTD,3200000.0,2017-06-30,2017Q2
PTL,98865080.0,2017-06-30,2017Q2
PV2,36868800.0,2017-06-30,2017Q2
PVV,30000000.0,2017-06-30,2017Q2
PX1,20000000.0,2017-06-30,2017Q2
PXL,82574412.0,2017-06-30,2017Q2
QCC,1500000.0,2017-06-30,2017Q2
QCG,275129141.0,2017-06-30,2017Q2
S27,1572833.0,2017-06-30,2017Q2
S33,8331409.0,2017-06-30,2017Q2
SCL,13889973.0,2017-06-30,2017Q2
SCO,4200000.0,2017-06-30,2017Q2
SCR,227919431.0,2017-06-30,2017Q2
SDK,2600000.0,2017-06-30,2017Q2
SEL,5000000.0,2017-06-30,2017Q2
SGS,14420000.0,2017-06-30,2017Q2
SHP,93710200.0,2017-06-30,2017Q2
SHV,6263720.0,2017-06-30,2017Q2
SMA,16120000.0,2017-06-30,2017Q2
SMB,29846648.0,2017-06-30,2017Q2
SPC,10530000.0,2017-06-30,2017Q2
SSG,4981190.0,2017-06-30,2017Q2
STU,1876000.0,2017-06-30,2017Q2
TDW,8500000.0,2017-06-30,2017Q2
THA,414500000.0,2017-06-30,2017Q2
THV,57749995.0,2017-06-30,2017Q2
TIG,73565000.0,2017-06-30,2017Q2
TSB,6745480.0,2017-06-30,2017Q2
TV1,26691319.0,2017-06-30,2017Q2
TVD,44962864.0,2017-06-30,2017Q2
VAT,4131796.0,2017-06-30,2017Q2
VCBS,70000000.0,2017-06-30,2017Q2
VCV,11007183.0,2017-06-30,2017Q2
VKC,20000000.0,2017-06-30,2017Q2
VLF,11959982.0,2017-06-30,2017Q2
VMD,15440268.0,2017-06-30,2017Q2
VNF,5584500.0,2017-06-30,2017Q2
VOS,140000000.0,2017-06-30,2017Q2
VSI,13199997.0,2017-06-30,2017Q2
VTF,104531952.0,2017-06-30,2017Q2
VTI,4279763.0,2017-06-30,2017Q2
WCS,2500000.0,2017-06-30,2017Q2
WSB,14500000.0,2017-06-30,2017Q2
ABSC,0.0,2017-06-30,2017Q2
ACBS,150000000.0,2017-06-30,2017Q2
AGRB,0.0,2017-06-30,2017Q2
BGM,45753840.0,2017-06-30,2017Q2
BHT,4600000.0,2017-06-30,2017Q2
BIC,117276895.0,2017-06-30,2017Q2
BSI,92983534.0,2017-06-30,2017Q2
BVB,300000000.0,2017-06-30,2017Q2
BVN,5000000.0,2017-06-30,2017Q2
C21,19336371.0,2017-06-30,2017Q2
C47,17020130.0,2017-06-30,2017Q2
CCL,35499885.0,2017-06-30,2017Q2
CI5,2699922.0,2017-06-30,2017Q2
CIG,31539947.0,2017-06-30,2017Q2
CNG,26999673.0,2017-06-30,2017Q2
CTV,2000000.0,2017-06-30,2017Q2
CTX,26353800.0,2017-06-30,2017Q2
CZC,5602590.0,2017-06-30,2017Q2
D11,6551965.0,2017-06-30,2017Q2
D26,1000000.0,2017-06-30,2017Q2
DASC,0.0,2017-06-30,2017Q2
DIH,2915242.0,2017-06-30,2017Q2
DLC,4780080.0,2017-06-30,2017Q2
DLD,9307415.0,2017-06-30,2017Q2
DNL,3600000.0,2017-06-30,2017Q2
DNM,4377605.0,2017-06-30,2017Q2
EAB,500000000.0,2017-06-30,2017Q2
FBA,3414900.0,2017-06-30,2017Q2
FCB,0.0,2017-06-30,2017Q2
FDG,13200000.0,2017-06-30,2017Q2
FDT,3054500.0,2017-06-30,2017Q2
GFC,8480000.0,2017-06-30,2017Q2
GHC,20500000.0,2017-06-30,2017Q2
GMX,5314448.0,2017-06-30,2017Q2
H11,1060000.0,2017-06-30,2017Q2
HOT,7999937.0,2017-06-30,2017Q2
HPR,4800000.0,2017-06-30,2017Q2
HU3,9999944.0,2017-06-30,2017Q2
I40,1539120.0,2017-06-30,2017Q2
IDI,181609671.0,2017-06-30,2017Q2
INC,2000000.0,2017-06-30,2017Q2
JVC,112500171.0,2017-06-30,2017Q2
KCE,1500000.0,2017-06-30,2017Q2
KEVS,0.0,2017-06-30,2017Q2
L14,7499829.0,2017-06-30,2017Q2
MASC,0.0,2017-06-30,2017Q2
MBS,122123208.0,2017-06-30,2017Q2
MCF,8000000.0,2017-06-30,2017Q2
MDB,375000000.0,2017-06-30,2017Q2
MDF,55113595.0,2017-06-30,2017Q2
MDG,10324781.0,2017-06-30,2017Q2
MHBB,336921100.0,2017-06-30,2017Q2
MSGS,0.0,2017-06-30,2017Q2
MSI,30082980.0,2017-06-30,2017Q2
MTH,4787910.0,2017-06-30,2017Q2
NASB,500000000.0,2017-06-30,2017Q2
NDN,39636994.0,2017-06-30,2017Q2
NKG,99051455.0,2017-06-30,2017Q2
NOS,20056000.0,2017-06-30,2017Q2
NSP,5000000.0,2017-06-30,2017Q2
NVSC,16100000.0,2017-06-30,2017Q2
OCSC,0.0,2017-06-30,2017Q2
PGB,300000000.0,2017-06-30,2017Q2
PGI,70974218.0,2017-06-30,2017Q2
PNSC,34000000.0,2017-06-30,2017Q2
PPE,2000000.0,2017-06-30,2017Q2
PSG,35000000.0,2017-06-30,2017Q2
PTB,25920637.0,2017-06-30,2017Q2
PTI,80395709.0,2017-06-30,2017Q2
PXA,15000000.0,2017-06-30,2017Q2
SASC,50000000.0,2017-06-30,2017Q2
SBBS,0.0,2017-06-30,2017Q2
SBST,4000000.0,2017-06-30,2017Q2
SBTN,3976160.0,2017-06-30,2017Q2
SDI,119995800.0,2017-06-30,2017Q2
SDV,5000000.0,2017-06-30,2017Q2
SEAB,546582600.0,2017-06-30,2017Q2
SGBTB,56576236.0,2017-06-30,2017Q2
SNTB,6000000.0,2017-06-30,2017Q2
STSC,0.0,2017-06-30,2017Q2
STT,8000000.0,2017-06-30,2017Q2
SVN,21000000.0,2017-06-30,2017Q2
SWC,67100000.0,2017-06-30,2017Q2
TB,750000000.0,2017-06-30,2017Q2
TCBS,0.0,2017-06-30,2017Q2
THG,11999907.0,2017-06-30,2017Q2
TIS,284000000.0,2017-06-30,2017Q2
TNY,3000000.0,2017-06-30,2017Q2
TVSI,50000000.0,2017-06-30,2017Q2
VCA,15187322.0,2017-06-30,2017Q2
VCF,26579135.0,2017-06-30,2017Q2
VCI,103200000.0,2017-06-30,2017Q2
VDT,1965440.0,2017-06-30,2017Q2
VIE,1561244.0,2017-06-30,2017Q2
VISC,15000000.0,2017-06-30,2017Q2
VNSC,18500000.0,2017-06-30,2017Q2
VPBS,0.0,2017-06-30,2017Q2
VTNB,0.0,2017-06-30,2017Q2
VTTB,400000000.0,2017-06-30,2017Q2
WEB,0.0,2017-06-30,2017Q2
AASC,3500000.0,2017-06-30,2017Q2
AC4,2940862.0,2017-06-30,2017Q2
AGM,18200000.0,2017-06-30,2017Q2
LTG,67161150.0,2017-06-30,2017Q2
AMC,2850000.0,2017-06-30,2017Q2
APSC,5861940.0,2017-06-30,2017Q2
ART,13500000.0,2017-06-30,2017Q2
ASA,10000000.0,2017-06-30,2017Q2
ASIAGF,24008000.0,2017-06-30,2017Q2
ASIAS,5600000.0,2017-06-30,2017Q2
ATSC,4100000.0,2017-06-30,2017Q2
BETA,0.0,2017-06-30,2017Q2
BRC,12374997.0,2017-06-30,2017Q2
CASC,0.0,2017-06-30,2017Q2
CBVS,13500000.0,2017-06-30,2017Q2
CLP,8000000.0,2017-06-30,2017Q2
DDSC,13500000.0,2017-06-30,2017Q2
DHL,5500000.0,2017-06-30,2017Q2
DHM,25143123.0,2017-06-30,2017Q2
DNSC,6000000.0,2017-06-30,2017Q2
DNSE,7500000.0,2017-06-30,2017Q2
DRL,9500000.0,2017-06-30,2017Q2
DTDS,13500000.0,2017-06-30,2017Q2
ECCS,0.0,2017-06-30,2017Q2
EMC,11473000.0,2017-06-30,2017Q2
FCN,49499422.0,2017-06-30,2017Q2
FLC,638038737.0,2017-06-30,2017Q2
FSC,30000000.0,2017-06-30,2017Q2
GAS,1913348070.0,2017-06-30,2017Q2
GLSC,13500000.0,2017-06-30,2017Q2
GSP,30000000.0,2017-06-30,2017Q2
HASC,15000000.0,2017-06-30,2017Q2
HBBS,15000000.0,2017-06-30,2017Q2
HBSC,3500000.0,2017-06-30,2017Q2
HFX,1270000.0,2017-06-30,2017Q2
HHS,269744063.0,2017-06-30,2017Q2
HRSC,7553846.0,2017-06-30,2017Q2
HSSC,5000000.0,2017-06-30,2017Q2
HVSC,5020000.0,2017-06-30,2017Q2
IRSC,13500000.0,2017-06-30,2017Q2
ITQ,23843305.0,2017-06-30,2017Q2
JSIC,4100000.0,2017-06-30,2017Q2
KHL,12000000.0,2017-06-30,2017Q2
KVSC,13500000.0,2017-06-30,2017Q2
LAS,112856400.0,2017-06-30,2017Q2
LCM,24632809.0,2017-06-30,2017Q2
LKW,2500000.0,2017-06-30,2017Q2
LVSC,12500000.0,2017-06-30,2017Q2
MED,6280095.0,2017-06-30,2017Q2
MEF,3755213.0,2017-06-30,2017Q2
MHBS,17000000.0,2017-06-30,2017Q2
MKSC,10000000.0,2017-06-30,2017Q2
MTC,5165000.0,2017-06-30,2017Q2
NASC,14600000.0,2017-06-30,2017Q2
NAVS,4600000.0,2017-06-30,2017Q2
NBS,3153200.0,2017-06-30,2017Q2
NHN,200000000.0,2017-06-30,2017Q2
NNG,48245922.0,2017-06-30,2017Q2
NNT,8691355.0,2017-06-30,2017Q2
NSIC,5000000.0,2017-06-30,2017Q2
NTW,10000000.0,2017-06-30,2017Q2
PCSC,3500000.0,2017-06-30,2017Q2
PGSC,15500000.0,2017-06-30,2017Q2
PID,4000000.0,2017-06-30,2017Q2
PJS,9000000.0,2017-06-30,2017Q2
PLX,1158813235.0,2017-06-30,2017Q2
PTK,21600000.0,2017-06-30,2017Q2
QNS,243813054.0,2017-06-30,2017Q2
ROSE,3500000.0,2017-06-30,2017Q2
RUBSE,4000000.0,2017-06-30,2017Q2
SAB,641281186.0,2017-06-30,2017Q2
SGPP,0.0,2017-06-30,2017Q2
SII,64516000.0,2017-06-30,2017Q2
SJCS,5300000.0,2017-06-30,2017Q2
SLS,8159983.0,2017-06-30,2017Q2
SPI,16815000.0,2017-06-30,2017Q2
STK,53516024.0,2017-06-30,2017Q2
STV,6512750.0,2017-06-30,2017Q2
SVT,10526937.0,2017-06-30,2017Q2
TDS,12225393.0,2017-06-30,2017Q2
TND,16000000.0,2017-06-30,2017Q2
TNS,20000000.0,2017-06-30,2017Q2
TSSC,4100000.0,2017-06-30,2017Q2
TVB,15020000.0,2017-06-30,2017Q2
TVN,678000000.0,2017-06-30,2017Q2
VCFC,60000000.0,2017-06-30,2017Q2
VDSE,13500000.0,2017-06-30,2017Q2
VE4,1028000.0,2017-06-30,2017Q2
VE8,1800000.0,2017-06-30,2017Q2
VFSC,13500000.0,2017-06-30,2017Q2
VGSC,0.0,2017-06-30,2017Q2
VIETS,0.0,2017-06-30,2017Q2
VNAI,50000000.0,2017-06-30,2017Q2
VNIS,0.0,2017-06-30,2017Q2
VQSC,4500000.0,2017-06-30,2017Q2
VSEC,13500000.0,2017-06-30,2017Q2
VSMC,20000000.0,2017-06-30,2017Q2
VSVN,0.0,2017-06-30,2017Q2
VTSC,0.0,2017-06-30,2017Q2
VTSS,13800000.0,2017-06-30,2017Q2
ADCC,14000000.0,2017-06-30,2017Q2
AFX,35000000.0,2017-06-30,2017Q2
ANPHU,0.0,2017-06-30,2017Q2
AVHPC,0.0,2017-06-30,2017Q2
BBL,14800000.0,2017-06-30,2017Q2
BHP,9179290.0,2017-06-30,2017Q2
BIDIPHAR,0.0,2017-06-30,2017Q2
BIDVF,0.0,2017-06-30,2017Q2
BLI,59999474.0,2017-06-30,2017Q2
BSHC,0.0,2017-06-30,2017Q2
CASUCO,0.0,2017-06-30,2017Q2
CAT,10000000.0,2017-06-30,2017Q2
CAV,57600000.0,2017-06-30,2017Q2
CLL,34000000.0,2017-06-30,2017Q2
CMFC,60492100.0,2017-06-30,2017Q2
COIMEX,8008620.0,2017-06-30,2017Q2
DAKFO,0.0,2017-06-30,2017Q2
DAS,4200000.0,2017-06-30,2017Q2
DHP,9492200.0,2017-06-30,2017Q2
DOMENAL,0.0,2017-06-30,2017Q2
DONGTAM,0.0,2017-06-30,2017Q2
EIC,36677145.0,2017-06-30,2017Q2
EIN,30407161.0,2017-06-30,2017Q2
EUPW,0.0,2017-06-30,2017Q2
EVNF,250000000.0,2017-06-30,2017Q2
EXIMLAND,0.0,2017-06-30,2017Q2
FCM,41000000.0,2017-06-30,2017Q2
FISC,0.0,2017-06-30,2017Q2
FIT,254730247.0,2017-06-30,2017Q2
FPTT,0.0,2017-06-30,2017Q2
GDIC,0.0,2017-06-30,2017Q2
GEX,232000000.0,2017-06-30,2017Q2
GSC,37492000.0,2017-06-30,2017Q2
HAR,96776535.0,2017-06-30,2017Q2
HC3,15543029.0,2017-06-30,2017Q2
HEM,36800000.0,2017-06-30,2017Q2
HES,9297450.0,2017-06-30,2017Q2
HJC,12853052.0,2017-06-30,2017Q2
HLD,20000000.0,2017-06-30,2017Q2
HSM,20500000.0,2017-06-30,2017Q2
HTG,22500000.0,2017-06-30,2017Q2
HU4,15000000.0,2017-06-30,2017Q2
HUUTOAN,0.0,2017-06-30,2017Q2
ICAP,0.0,2017-06-30,2017Q2
ICDLB,0.0,2017-06-30,2017Q2
IETCO,0.0,2017-06-30,2017Q2
ING,20809702.0,2017-06-30,2017Q2
IPA,87294748.0,2017-06-30,2017Q2
KGU,1489573.0,2017-06-30,2017Q2
KLF,165352561.0,2017-06-30,2017Q2
KSQ,30000000.0,2017-06-30,2017Q2
LEC,26100000.0,2017-06-30,2017Q2
LIBERTY,0.0,2017-06-30,2017Q2
LLM,73326906.0,2017-06-30,2017Q2
MCH,538160117.0,2017-06-30,2017Q2
MCJ,5000000.0,2017-06-30,2017Q2
MIG,80000000.0,2017-06-30,2017Q2
MLG,101671663.0,2017-06-30,2017Q2
MLN,48625332.0,2017-06-30,2017Q2
MNB,18200000.0,2017-06-30,2017Q2
MWG,307629724.0,2017-06-30,2017Q2
NDX,5345772.0,2017-06-30,2017Q2
NLG,156271725.0,2017-06-30,2017Q2
NVOIL,0.0,2017-06-30,2017Q2
PDV,17000000.0,2017-06-30,2017Q2
PEQ,3030750.0,2017-06-30,2017Q2
PMPLABS,0.0,2017-06-30,2017Q2
PSD,21263849.0,2017-06-30,2017Q2
PVH,21000000.0,2017-06-30,2017Q2
PVID,0.0,2017-06-30,2017Q2
PVP,94275028.0,2017-06-30,2017Q2
PVY,59489787.0,2017-06-30,2017Q2
PXC,28068900.0,2017-06-30,2017Q2
SCS,0.0,2017-06-30,2017Q2
SHA,20160000.0,2017-06-30,2017Q2
SID,100000000.0,2017-06-30,2017Q2
SPH,10000000.0,2017-06-30,2017Q2
SSN,39600000.0,2017-06-30,2017Q2
THMILK,380000000.0,2017-06-30,2017Q2
THS,2700000.0,2017-06-30,2017Q2
TIP,26003143.0,2017-06-30,2017Q2
TKRC,117269886.0,2017-06-30,2017Q2
TNMG,0.0,2017-06-30,2017Q2
TTPC,0.0,2017-06-30,2017Q2
TTZ,7000000.0,2017-06-30,2017Q2
VCX,26530000.0,2017-06-30,2017Q2
VDAC,0.0,2017-06-30,2017Q2
VDP,12174904.0,2017-06-30,2017Q2
VGG,44100000.0,2017-06-30,2017Q2
VNDB,0.0,2017-06-30,2017Q2
VNN,5726698.0,2017-06-30,2017Q2
VRG,25894868.0,2017-06-30,2017Q2
VTG,18644500.0,2017-06-30,2017Q2
VTGI,1443811200.0,2017-06-30,2017Q2
VTIC,23000000.0,2017-06-30,2017Q2
VTX,20972321.0,2017-06-30,2017Q2
VVN,55000000.0,2017-06-30,2017Q2
XKCT,11700000.0,2017-06-30,2017Q2
XMCT,0.0,2017-06-30,2017Q2
XPH,12972475.0,2017-06-30,2017Q2
ABC,20389000.0,2017-06-30,2017Q2
ATC,8002000.0,2017-06-30,2017Q2
AUM,1000000.0,2017-06-30,2017Q2
BAL,2000000.0,2017-06-30,2017Q2
BT1,5250000.0,2017-06-30,2017Q2
BTD,6412291.0,2017-06-30,2017Q2
CCH,1000000.0,2017-06-30,2017Q2
CDG,3464995.0,2017-06-30,2017Q2
CEC,5977036.0,2017-06-30,2017Q2
CH5,3732450.0,2017-06-30,2017Q2
CHC,2720000.0,2017-06-30,2017Q2
CIE,1000000.0,2017-06-30,2017Q2
CKIC,0.0,2017-06-30,2017Q2
CLM,11000000.0,2017-06-30,2017Q2
CMK,1432578.0,2017-06-30,2017Q2
CNC,9470357.0,2017-06-30,2017Q2
CXC,0.0,2017-06-30,2017Q2
DC1,1500000.0,2017-06-30,2017Q2
DCD,11294323.0,2017-06-30,2017Q2
DCF,4880530.0,2017-06-30,2017Q2
DHD,6000000.0,2017-06-30,2017Q2
DLT,2500056.0,2017-06-30,2017Q2
DLTS,0.0,2017-06-30,2017Q2
DOP,4370510.0,2017-06-30,2017Q2
DSG,8000000.0,2017-06-30,2017Q2
DTH,7472345.0,2017-06-30,2017Q2
DTN,2200000.0,2017-06-30,2017Q2
DVC,6046637.0,2017-06-30,2017Q2
EAD,2877800.0,2017-06-30,2017Q2
GEC,2000000.0,2017-06-30,2017Q2
H22,3904490.0,2017-06-30,2017Q2
HBH,16000000.0,2017-06-30,2017Q2
HCB,4200000.0,2017-06-30,2017Q2
HEC,4200000.0,2017-06-30,2017Q2
HHA,5896100.0,2017-06-30,2017Q2
HIS,6393253.0,2017-06-30,2017Q2
HLB,3000000.0,2017-06-30,2017Q2
HMG,9000000.0,2017-06-30,2017Q2
HMS,8000000.0,2017-06-30,2017Q2
HPI,30000000.0,2017-06-30,2017Q2
HQM,32000000.0,2017-06-30,2017Q2
HU6,7500000.0,2017-06-30,2017Q2
ICL,9879506.0,2017-06-30,2017Q2
IDN,1100000.0,2017-06-30,2017Q2
IFC,3000000.0,2017-06-30,2017Q2
KAL,3450000.0,2017-06-30,2017Q2
KCB,8000000.0,2017-06-30,2017Q2
KHD,1717410.0,2017-06-30,2017Q2
KLM,0.0,2017-06-30,2017Q2
KSK,23888000.0,2017-06-30,2017Q2
LGM,7400000.0,2017-06-30,2017Q2
LMR,10000000.0,2017-06-30,2017Q2
LSG,90000000.0,2017-06-30,2017Q2
LVN,4100000.0,2017-06-30,2017Q2
MCS,3680000.0,2017-06-30,2017Q2
MVY,3969946.0,2017-06-30,2017Q2
NAC,2700000.0,2017-06-30,2017Q2
NAS,8315482.0,2017-06-30,2017Q2
NCS,11979446.0,2017-06-30,2017Q2
NFC,15731260.0,2017-06-30,2017Q2
NTS,0.0,2017-06-30,2017Q2
OLC,1890540.0,2017-06-30,2017Q2
PAP,90000000.0,2017-06-30,2017Q2
PBC,18000000.0,2017-06-30,2017Q2
PIC,29146707.0,2017-06-30,2017Q2
PNG,9000000.0,2017-06-30,2017Q2
PNT,9282272.0,2017-06-30,2017Q2
PPH,73350581.0,2017-06-30,2017Q2
PRO,3000000.0,2017-06-30,2017Q2
PSE,12500000.0,2017-06-30,2017Q2
PSW,17000000.0,2017-06-30,2017Q2
PTE,12130776.0,2017-06-30,2017Q2
PVB,21599998.0,2017-06-30,2017Q2
PXH,30000000.0,2017-06-30,2017Q2
QPH,18583100.0,2017-06-30,2017Q2
RBC,9903708.0,2017-06-30,2017Q2
SCI,10000000.0,2017-06-30,2017Q2
SGR,39599978.0,2017-06-30,2017Q2
SKG,47979738.0,2017-06-30,2017Q2
STJ,4200000.0,2017-06-30,2017Q2
TEC,1660340.0,2017-06-30,2017Q2
TMD,4513859.0,2017-06-30,2017Q2
TQN,3599980.0,2017-06-30,2017Q2
TTT,4570210.0,2017-06-30,2017Q2
TVI,0.0,2017-06-30,2017Q2
TVM,2400000.0,2017-06-30,2017Q2
TVP,10080000.0,2017-06-30,2017Q2
UEM,1890000.0,2017-06-30,2017Q2
UPC,3400000.0,2017-06-30,2017Q2
V45,8000000.0,2017-06-30,2017Q2
VCP,45599995.0,2017-06-30,2017Q2
VCW,50000000.0,2017-06-30,2017Q2
VDADN,0.0,2017-06-30,2017Q2
VEE,5092910.0,2017-06-30,2017Q2
VGT,500000000.0,2017-06-30,2017Q2
VIN,25500000.0,2017-06-30,2017Q2
VLC,63101000.0,2017-06-30,2017Q2
