Ticker,Share,Update,Date
SCD,8477640.0,2016-03-31,2016Q1
SC5,14983499.0,2016-03-31,2016Q1
SBT,182373518.0,2016-03-31,2016Q1
SAV,10141740.0,2016-03-31,2016Q1
SAM,180235336.0,2016-03-31,2016Q1
SAF,5909262.0,2016-03-31,2016Q1
RIC,70368754.0,2016-03-31,2016Q1
RHC,5120000.0,2016-03-31,2016Q1
REE,269614063.0,2016-03-31,2016Q1
RAL,11500000.0,2016-03-31,2016Q1
PVT,255857542.0,2016-03-31,2016Q1
PVD,348050259.0,2016-03-31,2016Q1
PPC,318154614.0,2016-03-31,2016Q1
PNC,10799351.0,2016-03-31,2016Q1
PMS,7227662.0,2016-03-31,2016Q1
PJT,10817238.0,2016-03-31,2016Q1
PIT,14210225.0,2016-03-31,2016Q1
PGC,60339285.0,2016-03-31,2016Q1
PET,84600124.0,2016-03-31,2016Q1
PAC,30618481.0,2016-03-31,2016Q1
NTL,60989950.0,2016-03-31,2016Q1
NSC,15288378.0,2016-03-31,2016Q1
NKD,15122638.0,2016-03-31,2016Q1
NHC,3041542.0,2016-03-31,2016Q1
NAV,7999981.0,2016-03-31,2016Q1
MPC,68462850.0,2016-03-31,2016Q1
MHC,27110788.0,2016-03-31,2016Q1
MCV,12092161.0,2016-03-31,2016Q1
MCP,15052615.0,2016-03-31,2016Q1
LSS,70000000.0,2016-03-31,2016Q1
LGC,192854765.0,2016-03-31,2016Q1
LBM,8157500.0,2016-03-31,2016Q1
LAF,14728019.0,2016-03-31,2016Q1
L10,8900000.0,2016-03-31,2016Q1
KMR,48877807.0,2016-03-31,2016Q1
KHP,40051296.0,2016-03-31,2016Q1
KHA,12768439.0,2016-03-31,2016Q1
KDC,205661141.0,2016-03-31,2016Q1
ITA,838282817.0,2016-03-31,2016Q1
IMP,28942646.0,2016-03-31,2016Q1
IFS,29140984.0,2016-03-31,2016Q1
ICF,12807000.0,2016-03-31,2016Q1
HTV,13104000.0,2016-03-31,2016Q1
HT1,317952000.0,2016-03-31,2016Q1
HSI,9885590.0,2016-03-31,2016Q1
HRC,24165366.0,2016-03-31,2016Q1
HPG,732880219.0,2016-03-31,2016Q1
HMC,21000000.0,2016-03-31,2016Q1
HDC,41111076.0,2016-03-31,2016Q1
HBD,1428300.0,2016-03-31,2016Q1
HBC,75559837.0,2016-03-31,2016Q1
HAX,11116169.0,2016-03-31,2016Q1
HAS,7800000.0,2016-03-31,2016Q1
HAP,51364766.0,2016-03-31,2016Q1
GTA,9830000.0,2016-03-31,2016Q1
GMD,119621994.0,2016-03-31,2016Q1
GMC,11641070.0,2016-03-31,2016Q1
GIL,13904588.0,2016-03-31,2016Q1
FPT,397449264.0,2016-03-31,2016Q1
FPC,32999991.0,2016-03-31,2016Q1
FMC,30000000.0,2016-03-31,2016Q1
FBT,11265000.0,2016-03-31,2016Q1
DXV,9900000.0,2016-03-31,2016Q1
DXP,7874972.0,2016-03-31,2016Q1
DTT,8151820.0,2016-03-31,2016Q1
DRC,91380003.0,2016-03-31,2016Q1
DQC,29015942.0,2016-03-31,2016Q1
DPR,40124790.0,2016-03-31,2016Q1
DPM,391334260.0,2016-03-31,2016Q1
DPC,2237280.0,2016-03-31,2016Q1
DNP,13507131.0,2016-03-31,2016Q1
DMC,26713797.0,2016-03-31,2016Q1
DIC,26585840.0,2016-03-31,2016Q1
DHG,86941950.0,2016-03-31,2016Q1
DHA,15061213.0,2016-03-31,2016Q1
DDM,12244495.0,2016-03-31,2016Q1
DCT,27223647.0,2016-03-31,2016Q1
DCC,10300000.0,2016-03-31,2016Q1
CYC,9046425.0,2016-03-31,2016Q1
COM,14120628.0,2016-03-31,2016Q1
CNT,9915069.0,2016-03-31,2016Q1
CLC,13103830.0,2016-03-31,2016Q1
CII,250344407.0,2016-03-31,2016Q1
CAN,5000000.0,2016-03-31,2016Q1
BTC,1429103.0,2016-03-31,2016Q1
BT6,32905510.0,2016-03-31,2016Q1
BPC,3800000.0,2016-03-31,2016Q1
BMP,45478480.0,2016-03-31,2016Q1
BMI,83049888.0,2016-03-31,2016Q1
BMC,12392630.0,2016-03-31,2016Q1
BHS,123343998.0,2016-03-31,2016Q1
BBT,6840000.0,2016-03-31,2016Q1
BBC,15420782.0,2016-03-31,2016Q1
ASP,37339542.0,2016-03-31,2016Q1
ANV,65605250.0,2016-03-31,2016Q1
ALT,5736709.0,2016-03-31,2016Q1
ALP,192484413.0,2016-03-31,2016Q1
AGF,28109743.0,2016-03-31,2016Q1
ACL,18399675.0,2016-03-31,2016Q1
ABT,11497257.0,2016-03-31,2016Q1
ACB,896273898.0,2016-03-31,2016Q1
B82,5000000.0,2016-03-31,2016Q1
BBS,4200000.0,2016-03-31,2016Q1
BCC,95661397.0,2016-03-31,2016Q1
HNM,20000000.0,2016-03-31,2016Q1
HPC,40130620.0,2016-03-31,2016Q1
HPS,1565250.0,2016-03-31,2016Q1
HSC,580000.0,2016-03-31,2016Q1
BHV,972013.0,2016-03-31,2016Q1
BLF,5000000.0,2016-03-31,2016Q1
BTH,3500000.0,2016-03-31,2016Q1
BTS,109056192.0,2016-03-31,2016Q1
BVS,72223837.0,2016-03-31,2016Q1
C92,5312920.0,2016-03-31,2016Q1
CAP,3400090.0,2016-03-31,2016Q1
CDC,15706406.0,2016-03-31,2016Q1
CIC,4635062.0,2016-03-31,2016Q1
CID,983000.0,2016-03-31,2016Q1
CJC,2000000.0,2016-03-31,2016Q1
CMC,4561050.0,2016-03-31,2016Q1
CSG,26680820.0,2016-03-31,2016Q1
CTB,3500000.0,2016-03-31,2016Q1
CTC,8799926.0,2016-03-31,2016Q1
CTN,4870845.0,2016-03-31,2016Q1
DAC,1004974.0,2016-03-31,2016Q1
DAE,1498680.0,2016-03-31,2016Q1
DBC,75289959.0,2016-03-31,2016Q1
DCS,60309533.0,2016-03-31,2016Q1
DHI,2628042.0,2016-03-31,2016Q1
DST,16419000.0,2016-03-31,2016Q1
DTC,4000000.0,2016-03-31,2016Q1
EBS,9965584.0,2016-03-31,2016Q1
GHA,2616960.0,2016-03-31,2016Q1
HAI,117299314.0,2016-03-31,2016Q1
HBE,2231058.0,2016-03-31,2016Q1
HCC,3670483.0,2016-03-31,2016Q1
HCT,2016385.0,2016-03-31,2016Q1
HEV,1000000.0,2016-03-31,2016Q1
HHC,8212500.0,2016-03-31,2016Q1
HJS,20999900.0,2016-03-31,2016Q1
HLY,999905.0,2016-03-31,2016Q1
SDN,1518218.0,2016-03-31,2016Q1
SFC,11234819.0,2016-03-31,2016Q1
SFI,10793077.0,2016-03-31,2016Q1
SFN,2864150.0,2016-03-31,2016Q1
SGC,7147580.0,2016-03-31,2016Q1
SGH,3532600.0,2016-03-31,2016Q1
SGT,74001604.0,2016-03-31,2016Q1
SHC,4309550.0,2016-03-31,2016Q1
SJ1,7744174.0,2016-03-31,2016Q1
SJD,45999150.0,2016-03-31,2016Q1
SJS,99041940.0,2016-03-31,2016Q1
SMC,29511643.0,2016-03-31,2016Q1
SSC,14930955.0,2016-03-31,2016Q1
SSI,480057361.0,2016-03-31,2016Q1
ST8,16488209.0,2016-03-31,2016Q1
STB,1803653429.0,2016-03-31,2016Q1
STC,5665530.0,2016-03-31,2016Q1
STP,6976319.0,2016-03-31,2016Q1
SVC,24975507.0,2016-03-31,2016Q1
TAC,18980200.0,2016-03-31,2016Q1
TCM,49099501.0,2016-03-31,2016Q1
TCR,44535404.0,2016-03-31,2016Q1
TCT,12788000.0,2016-03-31,2016Q1
TDH,62947089.0,2016-03-31,2016Q1
TMC,12400000.0,2016-03-31,2016Q1
TMS,26610571.0,2016-03-31,2016Q1
TNA,7655046.0,2016-03-31,2016Q1
TNC,19250000.0,2016-03-31,2016Q1
TPC,21268956.0,2016-03-31,2016Q1
TRC,29125000.0,2016-03-31,2016Q1
TRI,27548360.0,2016-03-31,2016Q1
TS4,16051594.0,2016-03-31,2016Q1
TSC,147648084.0,2016-03-31,2016Q1
TTC,5940528.0,2016-03-31,2016Q1
TTF,140093476.0,2016-03-31,2016Q1
TTP,13517770.0,2016-03-31,2016Q1
TYA,27892014.0,2016-03-31,2016Q1
UIC,8000000.0,2016-03-31,2016Q1
UNI,14182868.0,2016-03-31,2016Q1
VE9,11596165.0,2016-03-31,2016Q1
VFC,33801062.0,2016-03-31,2016Q1
VFR,15000000.0,2016-03-31,2016Q1
VGP,7825922.0,2016-03-31,2016Q1
VHC,92301883.0,2016-03-31,2016Q1
VHG,145989770.0,2016-03-31,2016Q1
VIC,1939854851.0,2016-03-31,2016Q1
VID,25522767.0,2016-03-31,2016Q1
VIP,63993400.0,2016-03-31,2016Q1
VIS,49220262.0,2016-03-31,2016Q1
VKP,8000000.0,2016-03-31,2016Q1
VMC,10000000.0,2016-03-31,2016Q1
VNC,10499560.0,2016-03-31,2016Q1
VNE,80758585.0,2016-03-31,2016Q1
VNM,1200139398.0,2016-03-31,2016Q1
VNS,67859192.0,2016-03-31,2016Q1
VPK,8000000.0,2016-03-31,2016Q1
VPL,205498489.0,2016-03-31,2016Q1
VSC,41416042.0,2016-03-31,2016Q1
VSH,206241246.0,2016-03-31,2016Q1
VTA,6000000.0,2016-03-31,2016Q1
VTB,10804520.0,2016-03-31,2016Q1
VTC,4529143.0,2016-03-31,2016Q1
VTO,78866666.0,2016-03-31,2016Q1
HTP,1645580.0,2016-03-31,2016Q1
HUT,218288046.0,2016-03-31,2016Q1
ILC,6079071.0,2016-03-31,2016Q1
KBC,469760189.0,2016-03-31,2016Q1
KLS,182250000.0,2016-03-31,2016Q1
KMF,10383054.0,2016-03-31,2016Q1
L18,5400000.0,2016-03-31,2016Q1
L43,3500000.0,2016-03-31,2016Q1
BCI,86720144.0,2016-03-31,2016Q1
BHC,4500000.0,2016-03-31,2016Q1
BKC,11737728.0,2016-03-31,2016Q1
BST,1100000.0,2016-03-31,2016Q1
BVH,680471434.0,2016-03-31,2016Q1
CAD,20799927.0,2016-03-31,2016Q1
CCM,4600000.0,2016-03-31,2016Q1
CSM,74019291.0,2016-03-31,2016Q1
L62,5741817.0,2016-03-31,2016Q1
LBE,1095900.0,2016-03-31,2016Q1
LTC,4586000.0,2016-03-31,2016Q1
LUT,14960000.0,2016-03-31,2016Q1
MCO,4103929.0,2016-03-31,2016Q1
MEC,7735000.0,2016-03-31,2016Q1
MIC,5514621.0,2016-03-31,2016Q1
MMC,3159925.0,2016-03-31,2016Q1
NBC,36999124.0,2016-03-31,2016Q1
NGC,1999944.0,2016-03-31,2016Q1
NLC,5000000.0,2016-03-31,2016Q1
NPS,2170000.0,2016-03-31,2016Q1
NST,9485953.0,2016-03-31,2016Q1
NTP,61973095.0,2016-03-31,2016Q1
NVC,15000000.0,2016-03-31,2016Q1
ONE,6461906.0,2016-03-31,2016Q1
PAN,100872497.0,2016-03-31,2016Q1
PGS,49998794.0,2016-03-31,2016Q1
PJC,3907808.0,2016-03-31,2016Q1
PLC,80797566.0,2016-03-31,2016Q1
POT,19430006.0,2016-03-31,2016Q1
PPG,7059200.0,2016-03-31,2016Q1
PSC,7200000.0,2016-03-31,2016Q1
PTC,17999999.0,2016-03-31,2016Q1
PTS,5568000.0,2016-03-31,2016Q1
PVC,50000000.0,2016-03-31,2016Q1
PVE,25000000.0,2016-03-31,2016Q1
PVI,222487267.0,2016-03-31,2016Q1
PVS,446700421.0,2016-03-31,2016Q1
QNC,18383109.0,2016-03-31,2016Q1
RCL,5039298.0,2016-03-31,2016Q1
S12,5000000.0,2016-03-31,2016Q1
S55,4992000.0,2016-03-31,2016Q1
S64,2000000.0,2016-03-31,2016Q1
S91,2940000.0,2016-03-31,2016Q1
S96,11155532.0,2016-03-31,2016Q1
S99,37000000.0,2016-03-31,2016Q1
SAP,1286984.0,2016-03-31,2016Q1
SCC,1887600.0,2016-03-31,2016Q1
SCJ,19516000.0,2016-03-31,2016Q1
SD2,14423536.0,2016-03-31,2016Q1
SD3,15999356.0,2016-03-31,2016Q1
SD4,10300000.0,2016-03-31,2016Q1
SD5,25999848.0,2016-03-31,2016Q1
SD6,34771611.0,2016-03-31,2016Q1
SD7,10600000.0,2016-03-31,2016Q1
SD9,30566300.0,2016-03-31,2016Q1
SDA,26205990.0,2016-03-31,2016Q1
SDC,2609648.0,2016-03-31,2016Q1
SDD,16007334.0,2016-03-31,2016Q1
SDJ,4343700.0,2016-03-31,2016Q1
SDS,2436300.0,2016-03-31,2016Q1
SDT,42732311.0,2016-03-31,2016Q1
SDY,4500000.0,2016-03-31,2016Q1
SGD,4043000.0,2016-03-31,2016Q1
SIC,7999994.0,2016-03-31,2016Q1
SJC,6934782.0,2016-03-31,2016Q1
SJE,11553105.0,2016-03-31,2016Q1
SJM,5000000.0,2016-03-31,2016Q1
SNG,4663060.0,2016-03-31,2016Q1
SRA,2000000.0,2016-03-31,2016Q1
SRB,8500000.0,2016-03-31,2016Q1
SSS,2500000.0,2016-03-31,2016Q1
TBC,63500000.0,2016-03-31,2016Q1
TC6,12998694.0,2016-03-31,2016Q1
TJC,8600000.0,2016-03-31,2016Q1
TKU,30035573.0,2016-03-31,2016Q1
TLC,11080000.0,2016-03-31,2016Q1
TLT,6989800.0,2016-03-31,2016Q1
TNG,29622127.0,2016-03-31,2016Q1
TPH,1897085.0,2016-03-31,2016Q1
TST,4800000.0,2016-03-31,2016Q1
TV4,14535091.0,2016-03-31,2016Q1
TXM,7000000.0,2016-03-31,2016Q1
VBH,2900000.0,2016-03-31,2016Q1
VC2,11865700.0,2016-03-31,2016Q1
VC3,19999894.0,2016-03-31,2016Q1
VC5,5000000.0,2016-03-31,2016Q1
VC6,8000000.0,2016-03-31,2016Q1
VC7,7500000.0,2016-03-31,2016Q1
VCS,42399451.0,2016-03-31,2016Q1
VDL,12421418.0,2016-03-31,2016Q1
VNR,131075937.0,2016-03-31,2016Q1
VSP,32915803.0,2016-03-31,2016Q1
VTL,2700000.0,2016-03-31,2016Q1
VTS,2000000.0,2016-03-31,2016Q1
VTV,31199825.0,2016-03-31,2016Q1
XMC,19996480.0,2016-03-31,2016Q1
AAM,9935701.0,2016-03-31,2016Q1
AGC,8300000.0,2016-03-31,2016Q1
ATA,11999998.0,2016-03-31,2016Q1
BAS,9600000.0,2016-03-31,2016Q1
CTG,3723404556.0,2016-03-31,2016Q1
CTM,4399996.0,2016-03-31,2016Q1
CTS,83693490.0,2016-03-31,2016Q1
D2D,10654984.0,2016-03-31,2016Q1
CFC,2434280.0,2016-03-31,2016Q1
CLS,9000000.0,2016-03-31,2016Q1
CSC,10000000.0,2016-03-31,2016Q1
CT3,7999907.0,2016-03-31,2016Q1
DAD,4659200.0,2016-03-31,2016Q1
DC4,5512061.0,2016-03-31,2016Q1
DCL,20118960.0,2016-03-31,2016Q1
DHC,23258888.0,2016-03-31,2016Q1
DHT,6281089.0,2016-03-31,2016Q1
DIG,214533793.0,2016-03-31,2016Q1
DZM,5395985.0,2016-03-31,2016Q1
ECI,1760000.0,2016-03-31,2016Q1
EID,15000000.0,2016-03-31,2016Q1
HAG,789899283.0,2016-03-31,2016Q1
HCM,127185410.0,2016-03-31,2016Q1
HLA,34442993.0,2016-03-31,2016Q1
HLC,25415199.0,2016-03-31,2016Q1
HLG,44225385.0,2016-03-31,2016Q1
HOM,69228600.0,2016-03-31,2016Q1
HSG,131027067.0,2016-03-31,2016Q1
HT2,88000000.0,2016-03-31,2016Q1
HVT,7848772.0,2016-03-31,2016Q1
ICG,20000000.0,2016-03-31,2016Q1
KKC,4692300.0,2016-03-31,2016Q1
KSH,28053500.0,2016-03-31,2016Q1
L61,7015000.0,2016-03-31,2016Q1
LCG,76249618.0,2016-03-31,2016Q1
MAFPF1,21409530.0,2016-03-31,2016Q1
MCG,52050000.0,2016-03-31,2016Q1
MDC,15083952.0,2016-03-31,2016Q1
MKV,5000000.0,2016-03-31,2016Q1
MTG,11999995.0,2016-03-31,2016Q1
NAG,14849576.0,2016-03-31,2016Q1
NBB,58181800.0,2016-03-31,2016Q1
NBP,12865500.0,2016-03-31,2016Q1
OPC,25311696.0,2016-03-31,2016Q1
PHR,78490047.0,2016-03-31,2016Q1
PNJ,98273868.0,2016-03-31,2016Q1
PRUBF1,50000000.0,2016-03-31,2016Q1
PTM,4200000.0,2016-03-31,2016Q1
PVA,21846000.0,2016-03-31,2016Q1
PVF,600000000.0,2016-03-31,2016Q1
PVG,27719850.0,2016-03-31,2016Q1
PVX,400000000.0,2016-03-31,2016Q1
QST,1620000.0,2016-03-31,2016Q1
QTC,2700000.0,2016-03-31,2016Q1
RDP,18133841.0,2016-03-31,2016Q1
S74,6000000.0,2016-03-31,2016Q1
SD8,2800000.0,2016-03-31,2016Q1
SDP,11114472.0,2016-03-31,2016Q1
SDU,20000000.0,2016-03-31,2016Q1
SEB,20000000.0,2016-03-31,2016Q1
SED,10000000.0,2016-03-31,2016Q1
SHB,948098275.0,2016-03-31,2016Q1
SHS,100000000.0,2016-03-31,2016Q1
SKS,4500000.0,2016-03-31,2016Q1
SPP,13040464.0,2016-03-31,2016Q1
SSM,4947477.0,2016-03-31,2016Q1
STL,15000000.0,2016-03-31,2016Q1
SVI,12808137.0,2016-03-31,2016Q1
SZL,18190900.0,2016-03-31,2016Q1
TBX,1510280.0,2016-03-31,2016Q1
TCS,14999229.0,2016-03-31,2016Q1
TDN,16000000.0,2016-03-31,2016Q1
THB,11424570.0,2016-03-31,2016Q1
THT,13649738.0,2016-03-31,2016Q1
TMP,70000000.0,2016-03-31,2016Q1
TPP,5999784.0,2016-03-31,2016Q1
TRA,24673300.0,2016-03-31,2016Q1
V11,8399889.0,2016-03-31,2016Q1
VC1,7204200.0,2016-03-31,2016Q1
VCB,2665020334.0,2016-03-31,2016Q1
VCC,6000000.0,2016-03-31,2016Q1
VCG,441710673.0,2016-03-31,2016Q1
VE1,2931280.0,2016-03-31,2016Q1
VFMVF1,100000000.0,2016-03-31,2016Q1
VFMVF4,80646000.0,2016-03-31,2016Q1
VGS,36003310.0,2016-03-31,2016Q1
VHL,16000000.0,2016-03-31,2016Q1
VNA,20000000.0,2016-03-31,2016Q1
VNI,10337276.0,2016-03-31,2016Q1
VNL,9000000.0,2016-03-31,2016Q1
VNT,8529890.0,2016-03-31,2016Q1
VPH,45312675.0,2016-03-31,2016Q1
VSG,11044000.0,2016-03-31,2016Q1
VST,58999337.0,2016-03-31,2016Q1
YBC,5811610.0,2016-03-31,2016Q1
YSC,1089670.0,2016-03-31,2016Q1
ABI,38000000.0,2016-03-31,2016Q1
ACC,10000000.0,2016-03-31,2016Q1
ACE,3050781.0,2016-03-31,2016Q1
AGR,211199953.0,2016-03-31,2016Q1
AMV,2115750.0,2016-03-31,2016Q1
API,35400000.0,2016-03-31,2016Q1
APS,39000000.0,2016-03-31,2016Q1
ASM,219939867.0,2016-03-31,2016Q1
BED,3000000.0,2016-03-31,2016Q1
BMJ,6000000.0,2016-03-31,2016Q1
BTP,60485600.0,2016-03-31,2016Q1
BXH,3012040.0,2016-03-31,2016Q1
CTD,46790874.0,2016-03-31,2016Q1
CVT,19199968.0,2016-03-31,2016Q1
DBM,1941588.0,2016-03-31,2016Q1
DBT,7699808.0,2016-03-31,2016Q1
DDN,5040000.0,2016-03-31,2016Q1
DID,5000000.0,2016-03-31,2016Q1
DNC,2529632.0,2016-03-31,2016Q1
DNT,4853950.0,2016-03-31,2016Q1
DVD,11910000.0,2016-03-31,2016Q1
DVP,40000000.0,2016-03-31,2016Q1
DXG,117205570.0,2016-03-31,2016Q1
EFI,10880000.0,2016-03-31,2016Q1
CTI,32999997.0,2016-03-31,2016Q1
DAB,310000000.0,2016-03-31,2016Q1
DAG,39889790.0,2016-03-31,2016Q1
DGT,2481000.0,2016-03-31,2016Q1
ABB,479799976.0,2016-03-31,2016Q1
ADP,9599974.0,2016-03-31,2016Q1
AGD,18000000.0,2016-03-31,2016Q1
APC,11819380.0,2016-03-31,2016Q1
APG,13528900.0,2016-03-31,2016Q1
AVS,36000000.0,2016-03-31,2016Q1
BDB,1126474.0,2016-03-31,2016Q1
BMSC,30000000.0,2016-03-31,2016Q1
BTG,1190000.0,2016-03-31,2016Q1
BTT,10599776.0,2016-03-31,2016Q1
BTW,9360000.0,2016-03-31,2016Q1
CCI,17541105.0,2016-03-31,2016Q1
CKV,3969000.0,2016-03-31,2016Q1
CMG,66242694.0,2016-03-31,2016Q1
CMT,7283370.0,2016-03-31,2016Q1
CPC,4081450.0,2016-03-31,2016Q1
DL1,3142026.0,2016-03-31,2016Q1
DNS,21600000.0,2016-03-31,2016Q1
DVSC,25000000.0,2016-03-31,2016Q1
EPS,26364600.0,2016-03-31,2016Q1
HBS,32999980.0,2016-03-31,2016Q1
HDB,500000000.0,2016-03-31,2016Q1
HDG,69062568.0,2016-03-31,2016Q1
HDM,4999557.0,2016-03-31,2016Q1
FDC,27609988.0,2016-03-31,2016Q1
FPTS,73332390.0,2016-03-31,2016Q1
GDB,300000000.0,2016-03-31,2016Q1
HBB,405000000.0,2016-03-31,2016Q1
NVB,297669552.0,2016-03-31,2016Q1
NVN,10656800.0,2016-03-31,2016Q1
NVT,90500000.0,2016-03-31,2016Q1
OCB,354714764.0,2016-03-31,2016Q1
NAB,300000000.0,2016-03-31,2016Q1
NDC,5680000.0,2016-03-31,2016Q1
NHW,22944451.0,2016-03-31,2016Q1
NT2,273919843.0,2016-03-31,2016Q1
HFC,2100000.0,2016-03-31,2016Q1
HHL,2748270.0,2016-03-31,2016Q1
HPL,2000000.0,2016-03-31,2016Q1
IHK,2141928.0,2016-03-31,2016Q1
IJC,274194525.0,2016-03-31,2016Q1
INN,10800000.0,2016-03-31,2016Q1
IVS,16100000.0,2016-03-31,2016Q1
KBE,1231060.0,2016-03-31,2016Q1
KDH,180000000.0,2016-03-31,2016Q1
KLB,300000000.0,2016-03-31,2016Q1
KSB,23400000.0,2016-03-31,2016Q1
L35,3265155.0,2016-03-31,2016Q1
LHC,3600000.0,2016-03-31,2016Q1
LHG,26068133.0,2016-03-31,2016Q1
LIG,21047298.0,2016-03-31,2016Q1
LVB,646000000.0,2016-03-31,2016Q1
OGC,299999999.0,2016-03-31,2016Q1
ORS,24000000.0,2016-03-31,2016Q1
PHH,18100000.0,2016-03-31,2016Q1
PHS,34745000.0,2016-03-31,2016Q1
PNB,400000000.0,2016-03-31,2016Q1
POM,186317161.0,2016-03-31,2016Q1
PPI,48290629.0,2016-03-31,2016Q1
PSB,50000000.0,2016-03-31,2016Q1
TVG,2029589.0,2016-03-31,2016Q1
TVS,43573138.0,2016-03-31,2016Q1
V21,4000000.0,2016-03-31,2016Q1
VAB,309800000.0,2016-03-31,2016Q1
PSI,59841300.0,2016-03-31,2016Q1
PTG,4604385.0,2016-03-31,2016Q1
PTH,1600000.0,2016-03-31,2016Q1
PVL,50000000.0,2016-03-31,2016Q1
TMT,31929417.0,2016-03-31,2016Q1
TNB,25478991.0,2016-03-31,2016Q1
TPB,555000000.0,2016-03-31,2016Q1
TTG,1950000.0,2016-03-31,2016Q1
QHD,4249901.0,2016-03-31,2016Q1
REM,1148600.0,2016-03-31,2016Q1
SCB,1229480100.0,2016-03-31,2016Q1
SDB,11000000.0,2016-03-31,2016Q1
SDE,1751092.0,2016-03-31,2016Q1
SGB,308000000.0,2016-03-31,2016Q1
SNC,5000000.0,2016-03-31,2016Q1
STG,27560698.0,2016-03-31,2016Q1
STS,2768221.0,2016-03-31,2016Q1
TAG,22556818.0,2016-03-31,2016Q1
TBT,1656470.0,2016-03-31,2016Q1
TCB,887807900.0,2016-03-31,2016Q1
TCSC,36000000.0,2016-03-31,2016Q1
TET,5702940.0,2016-03-31,2016Q1
TLG,38312672.0,2016-03-31,2016Q1
TLH,83185564.0,2016-03-31,2016Q1
VBC,2999989.0,2016-03-31,2016Q1
VES,9007500.0,2016-03-31,2016Q1
VKD,2160000.0,2016-03-31,2016Q1
VND,154997965.0,2016-03-31,2016Q1
DXL,2957900.0,2016-03-31,2016Q1
GB,301800000.0,2016-03-31,2016Q1
GDW,9500000.0,2016-03-31,2016Q1
GER,2200000.0,2016-03-31,2016Q1
VNH,8023071.0,2016-03-31,2016Q1
VPB,577000000.0,2016-03-31,2016Q1
VQC,1999844.0,2016-03-31,2016Q1
VT1,1955300.0,2016-03-31,2016Q1
AAA,49499988.0,2016-03-31,2016Q1
AME,12000000.0,2016-03-31,2016Q1
BCE,30000000.0,2016-03-31,2016Q1
BWA,2700000.0,2016-03-31,2016Q1
CHP,125999511.0,2016-03-31,2016Q1
CMI,16000000.0,2016-03-31,2016Q1
CMV,12103912.0,2016-03-31,2016Q1
CT6,6105759.0,2016-03-31,2016Q1
CX8,1775500.0,2016-03-31,2016Q1
DAP,1680000.0,2016-03-31,2016Q1
DBF,3679200.0,2016-03-31,2016Q1
DC2,2520000.0,2016-03-31,2016Q1
DCB,400000000.0,2016-03-31,2016Q1
DLG,169186117.0,2016-03-31,2016Q1
DLR,4500000.0,2016-03-31,2016Q1
DNY,26999517.0,2016-03-31,2016Q1
DPP,1985447.0,2016-03-31,2016Q1
DRH,18399702.0,2016-03-31,2016Q1
DTA,10000000.0,2016-03-31,2016Q1
DTL,58207764.0,2016-03-31,2016Q1
GTT,43503000.0,2016-03-31,2016Q1
HHG,25522365.0,2016-03-31,2016Q1
HMH,13199847.0,2016-03-31,2016Q1
HPB,3657200.0,2016-03-31,2016Q1
ND2,41529650.0,2016-03-31,2016Q1
NHA,11600000.0,2016-03-31,2016Q1
NHS,60750000.0,2016-03-31,2016Q1
NNC,13152261.0,2016-03-31,2016Q1
HPP,8007177.0,2016-03-31,2016Q1
HPT,6708541.0,2016-03-31,2016Q1
HTC,5250000.0,2016-03-31,2016Q1
HU1,10000000.0,2016-03-31,2016Q1
ICI,4000000.0,2016-03-31,2016Q1
IDV,7678993.0,2016-03-31,2016Q1
IMT,3000000.0,2016-03-31,2016Q1
IN4,1200000.0,2016-03-31,2016Q1
JSC,1550000.0,2016-03-31,2016Q1
KBT,3001699.0,2016-03-31,2016Q1
KHB,29075499.0,2016-03-31,2016Q1
KSA,93427360.0,2016-03-31,2016Q1
KSC,3739823.0,2016-03-31,2016Q1
KSD,12000000.0,2016-03-31,2016Q1
LCC,5838999.0,2016-03-31,2016Q1
LCS,7600000.0,2016-03-31,2016Q1
LDP,3399927.0,2016-03-31,2016Q1
MBB,1631181818.0,2016-03-31,2016Q1
MCC,4638300.0,2016-03-31,2016Q1
MIH,3780000.0,2016-03-31,2016Q1
MJC,1596620.0,2016-03-31,2016Q1
MKP,9838286.0,2016-03-31,2016Q1
MSB,800000000.0,2016-03-31,2016Q1
NBW,10900000.0,2016-03-31,2016Q1
NSN,2959314.0,2016-03-31,2016Q1
NTB,39779577.0,2016-03-31,2016Q1
PCT,23000000.0,2016-03-31,2016Q1
PDN,12347987.0,2016-03-31,2016Q1
VCR,35240000.0,2016-03-31,2016Q1
VCT,1100000.0,2016-03-31,2016Q1
VDN,2981730.0,2016-03-31,2016Q1
VE2,2098080.0,2016-03-31,2016Q1
PDR,201809971.0,2016-03-31,2016Q1
PFV,60000000.0,2016-03-31,2016Q1
PMT,5000000.0,2016-03-31,2016Q1
PSL,4500000.0,2016-03-31,2016Q1
PTT,10000000.0,2016-03-31,2016Q1
PVR,51906713.0,2016-03-31,2016Q1
PXI,30000000.0,2016-03-31,2016Q1
PXM,15000000.0,2016-03-31,2016Q1
EIB,1229432904.0,2016-03-31,2016Q1
GDT,12965455.0,2016-03-31,2016Q1
GGG,9635456.0,2016-03-31,2016Q1
GLT,8131296.0,2016-03-31,2016Q1
GTH,2735500.0,2016-03-31,2016Q1
HAD,4000000.0,2016-03-31,2016Q1
HDO,14819879.0,2016-03-31,2016Q1
HGM,11920720.0,2016-03-31,2016Q1
HIG,21702597.0,2016-03-31,2016Q1
